"Input","SYMBOL","Species"
"MARK1-Macaca mulatta","MARK1","Macaca mulatta"
"MARK2-Macaca mulatta","MARK2","Macaca mulatta"
"MARK3-Macaca mulatta","MARK3","Macaca mulatta"
"MAST1-Macaca mulatta","MAST1","Macaca mulatta"
"MAST3-Macaca mulatta","MAST3","Macaca mulatta"
"MATR3-Macaca mulatta","MATR3","Macaca mulatta"
"MBOAT7-Macaca mulatta","MBOAT7","Macaca mulatta"
"MBP-Macaca mulatta","MBP","Macaca mulatta"
"MDGA2-Macaca mulatta","MDGA2","Macaca mulatta"
"MDH1-Macaca mulatta","MDH1","Macaca mulatta"
"MDM1-Macaca mulatta","MDM1","Macaca mulatta"
"MECP2-Macaca mulatta","MECP2","Macaca mulatta"
"MEF2C-Macaca mulatta","MEF2C","Macaca mulatta"
"MFGE8-Macaca mulatta","MFGE8","Macaca mulatta"
"MIA2-Macaca mulatta","MIA2","Macaca mulatta"
"MIA3-Macaca mulatta","MIA3","Macaca mulatta"
"MICOS13-Macaca mulatta","MICOS13","Macaca mulatta"
"MINK1-Macaca mulatta","MINK1","Macaca mulatta"
"MLC1-Macaca mulatta","MLC1","Macaca mulatta"
"MLEC-Macaca mulatta","MLEC","Macaca mulatta"
"MLF2-Macaca mulatta","MLF2","Macaca mulatta"
"MLIP-Macaca mulatta","MLIP","Macaca mulatta"
"MMGT1-Macaca mulatta","MMGT1","Macaca mulatta"
"MOB4-Macaca mulatta","MOB4","Macaca mulatta"
"MOG-Macaca mulatta","MOG","Macaca mulatta"
"MOXD1-Macaca mulatta","MOXD1","Macaca mulatta"
"MPP1-Macaca mulatta","MPP1","Macaca mulatta"
"MPP2-Macaca mulatta","MPP2","Macaca mulatta"
"MPRIP-Macaca mulatta","MPRIP","Macaca mulatta"
"MRPL1-Macaca mulatta","MRPL1","Macaca mulatta"
"MRPL27-Macaca mulatta","MRPL27","Macaca mulatta"
"MRPS36-Macaca mulatta","MRPS36","Macaca mulatta"
"MRTFB-Macaca mulatta","MRTFB","Macaca mulatta"
"MTDH-Macaca mulatta","MTDH","Macaca mulatta"
"MTHFD1-Macaca mulatta","MTHFD1","Macaca mulatta"
"MTSS2-Macaca mulatta","MTSS2","Macaca mulatta"
"MYADM-Macaca mulatta","MYADM","Macaca mulatta"
"MYCBP2-Macaca mulatta","MYCBP2","Macaca mulatta"
"MYH10-Macaca mulatta","MYH10","Macaca mulatta"
"MYH13-Macaca mulatta","MYH13","Macaca mulatta"
"MYH14-Macaca mulatta","MYH14","Macaca mulatta"
"MYH9-Macaca mulatta","MYH9","Macaca mulatta"
"MYL12A-Macaca mulatta","MYL12A","Macaca mulatta"
"MYL6-Macaca mulatta","MYL6","Macaca mulatta"
"MYL9-Macaca mulatta","MYL9","Macaca mulatta"
"MYLK-Macaca mulatta","MYLK","Macaca mulatta"
"MYLK3-Macaca mulatta","MYLK3","Macaca mulatta"
"MYO18A-Macaca mulatta","MYO18A","Macaca mulatta"
"MYO1B-Macaca mulatta","MYO1B","Macaca mulatta"
"MYO1D-Macaca mulatta","MYO1D","Macaca mulatta"
"MYO5A-Macaca mulatta","MYO5A","Macaca mulatta"
"MYO6-Macaca mulatta","MYO6","Macaca mulatta"
"NAP1L4-Macaca mulatta","NAP1L4","Macaca mulatta"
"NAPA-Macaca mulatta","NAPA","Macaca mulatta"
"NAPB-Macaca mulatta","NAPB","Macaca mulatta"
"NAPG-Macaca mulatta","NAPG","Macaca mulatta"
"NAV1-Macaca mulatta","NAV1","Macaca mulatta"
"NAV3-Macaca mulatta","NAV3","Macaca mulatta"
"NBEA-Macaca mulatta","NBEA","Macaca mulatta"
"NCAM1-Macaca mulatta","NCAM1","Macaca mulatta"
"NCAM2-Macaca mulatta","NCAM2","Macaca mulatta"
"NCAN-Macaca mulatta","NCAN","Macaca mulatta"
"NCDN-Macaca mulatta","NCDN","Macaca mulatta"
"NCEH1-Macaca mulatta","NCEH1","Macaca mulatta"
"NCKAP1-Macaca mulatta","NCKAP1","Macaca mulatta"
"NCKIPSD-Macaca mulatta","NCKIPSD","Macaca mulatta"
"NCL-Macaca mulatta","NCL","Macaca mulatta"
"NCLN-Macaca mulatta","NCLN","Macaca mulatta"
"NDEL1-Macaca mulatta","NDEL1","Macaca mulatta"
"NDRG1-Macaca mulatta","NDRG1","Macaca mulatta"
"NDRG2-Macaca mulatta","NDRG2","Macaca mulatta"
"NDRG3-Macaca mulatta","NDRG3","Macaca mulatta"
"NDRG4-Macaca mulatta","NDRG4","Macaca mulatta"
"NDUFA11-Macaca mulatta","NDUFA11","Macaca mulatta"
"NDUFV2-Macaca mulatta","NDUFV2","Macaca mulatta"
"NEBL-Macaca mulatta","NEBL","Macaca mulatta"
"NEDD4L-Macaca mulatta","NEDD4L","Macaca mulatta"
"NEFH-Macaca mulatta","NEFH","Macaca mulatta"
"NEFL-Macaca mulatta","NEFL","Macaca mulatta"
"NEFM-Macaca mulatta","NEFM","Macaca mulatta"
"NEGR1-Macaca mulatta","NEGR1","Macaca mulatta"
"NEK11-Macaca mulatta","NEK11","Macaca mulatta"
"NEO1-Macaca mulatta","NEO1","Macaca mulatta"
"NES-Macaca mulatta","NES","Macaca mulatta"
"NETO2-Macaca mulatta","NETO2","Macaca mulatta"
"NF1-Macaca mulatta","NF1","Macaca mulatta"
"NFASC-Macaca mulatta","NFASC","Macaca mulatta"
"NFIX-Macaca mulatta","NFIX","Macaca mulatta"
"NGEF-Macaca mulatta","NGEF","Macaca mulatta"
"NIPA1-Macaca mulatta","NIPA1","Macaca mulatta"
"NLGN1-Macaca mulatta","NLGN1","Macaca mulatta"
"NLGN2-Macaca mulatta","NLGN2","Macaca mulatta"
"NLGN3-Macaca mulatta","NLGN3","Macaca mulatta"
"NLGN4X-Macaca mulatta","NLGN4X","Macaca mulatta"
"NLK-Macaca mulatta","NLK","Macaca mulatta"
"NME1-Macaca mulatta","NME1","Macaca mulatta"
"NPEPPS-Macaca mulatta","NPEPPS","Macaca mulatta"
"NPTN-Macaca mulatta","NPTN","Macaca mulatta"
"NPTX1-Macaca mulatta","NPTX1","Macaca mulatta"
"NRCAM-Macaca mulatta","NRCAM","Macaca mulatta"
"NRGN-Macaca mulatta","NRGN","Macaca mulatta"
"NRN1-Macaca mulatta","NRN1","Macaca mulatta"
"NRXN1-Macaca mulatta","NRXN1","Macaca mulatta"
"NRXN2-Macaca mulatta","NRXN2","Macaca mulatta"
"NRXN3-Macaca mulatta","NRXN3","Macaca mulatta"
"NSF-Macaca mulatta","NSF","Macaca mulatta"
"NSG1-Macaca mulatta","NSG1","Macaca mulatta"
"NSG2-Macaca mulatta","NSG2","Macaca mulatta"
"NSUN4-Macaca mulatta","NSUN4","Macaca mulatta"
"NT5E-Macaca mulatta","NT5E","Macaca mulatta"
"NTM-Macaca mulatta","NTM","Macaca mulatta"
"NTRK2-Macaca mulatta","NTRK2","Macaca mulatta"
"NTRK3-Macaca mulatta","NTRK3","Macaca mulatta"
"NUAK1-Macaca mulatta","NUAK1","Macaca mulatta"
"NUMA1-Macaca mulatta","NUMA1","Macaca mulatta"
"NUP155-Macaca mulatta","NUP155","Macaca mulatta"
"NUP35-Macaca mulatta","NUP35","Macaca mulatta"
"NWD2-Macaca mulatta","NWD2","Macaca mulatta"
"NYAP1-Macaca mulatta","NYAP1","Macaca mulatta"
"ODF2-Macaca mulatta","ODF2","Macaca mulatta"
"ODR4-Macaca mulatta","ODR4","Macaca mulatta"
"OFD1-Macaca mulatta","OFD1","Macaca mulatta"
"OGT-Macaca mulatta","OGT","Macaca mulatta"
"OLFM1-Macaca mulatta","OLFM1","Macaca mulatta"
"OLFM2-Macaca mulatta","OLFM2","Macaca mulatta"
"OLFM3-Macaca mulatta","OLFM3","Macaca mulatta"
"OMG-Macaca mulatta","OMG","Macaca mulatta"
"OPALIN-Macaca mulatta","OPALIN","Macaca mulatta"
"OPCML-Macaca mulatta","OPCML","Macaca mulatta"
"OSBPL8-Macaca mulatta","OSBPL8","Macaca mulatta"
"OXSR1-Macaca mulatta","OXSR1","Macaca mulatta"
"PABPC1-Macaca mulatta","PABPC1","Macaca mulatta"
"PACS1-Macaca mulatta","PACS1","Macaca mulatta"
"PACSIN1-Macaca mulatta","PACSIN1","Macaca mulatta"
"PACSIN3-Macaca mulatta","PACSIN3","Macaca mulatta"
"PADI2-Macaca mulatta","PADI2","Macaca mulatta"
"PAFAH1B1-Macaca mulatta","PAFAH1B1","Macaca mulatta"
"PAFAH1B3-Macaca mulatta","PAFAH1B3","Macaca mulatta"
"PAG1-Macaca mulatta","PAG1","Macaca mulatta"
"PAK5-Macaca mulatta","PAK5","Macaca mulatta"
"PALM-Macaca mulatta","PALM","Macaca mulatta"
"PALM2AKAP2-Macaca mulatta","PALM2AKAP2","Macaca mulatta"
"PALS2-Macaca mulatta","PALS2","Macaca mulatta"
"PANK4-Macaca mulatta","PANK4","Macaca mulatta"
"PARL-Macaca mulatta","PARL","Macaca mulatta"
"PARP1-Macaca mulatta","PARP1","Macaca mulatta"
"PBXIP1-Macaca mulatta","PBXIP1","Macaca mulatta"
"PCBP1-Macaca mulatta","PCBP1","Macaca mulatta"
"PCBP2-Macaca mulatta","PCBP2","Macaca mulatta"
"PCDH1-Macaca mulatta","PCDH1","Macaca mulatta"
"PCDH10-Macaca mulatta","PCDH10","Macaca mulatta"
"PCDH17-Macaca mulatta","PCDH17","Macaca mulatta"
"PCDH19-Macaca mulatta","PCDH19","Macaca mulatta"
"PCDH7-Macaca mulatta","PCDH7","Macaca mulatta"
"PCDH9-Macaca mulatta","PCDH9","Macaca mulatta"
"PCLO-Macaca mulatta","PCLO","Macaca mulatta"
"PCM1-Macaca mulatta","PCM1","Macaca mulatta"
"PCMT1-Macaca mulatta","PCMT1","Macaca mulatta"
"PCNT-Macaca mulatta","PCNT","Macaca mulatta"
"PDCD6IP-Macaca mulatta","PDCD6IP","Macaca mulatta"
"PDE4B-Macaca mulatta","PDE4B","Macaca mulatta"
"PDE4D-Macaca mulatta","PDE4D","Macaca mulatta"
"PDIA3-Macaca mulatta","PDIA3","Macaca mulatta"
"PDIA6-Macaca mulatta","PDIA6","Macaca mulatta"
"PDZD11-Macaca mulatta","PDZD11","Macaca mulatta"
"PDZD4-Macaca mulatta","PDZD4","Macaca mulatta"
"PEBP1-Macaca mulatta","PEBP1","Macaca mulatta"
"PECR-Macaca mulatta","PECR","Macaca mulatta"
"PELO-Macaca mulatta","PELO","Macaca mulatta"
"PEX14-Macaca mulatta","PEX14","Macaca mulatta"
"PEX5L-Macaca mulatta","PEX5L","Macaca mulatta"
"PFKL-Macaca mulatta","PFKL","Macaca mulatta"
"PFKM-Macaca mulatta","PFKM","Macaca mulatta"
"PFKP-Macaca mulatta","PFKP","Macaca mulatta"
"PFN2-Macaca mulatta","PFN2","Macaca mulatta"
"PGAM2-Macaca mulatta","PGAM2","Macaca mulatta"
"PGAP1-Macaca mulatta","PGAP1","Macaca mulatta"
"PGD-Macaca mulatta","PGD","Macaca mulatta"
"PGK1-Macaca mulatta","PGK1","Macaca mulatta"
"PGRMC1-Macaca mulatta","PGRMC1","Macaca mulatta"
"PHACTR1-Macaca mulatta","PHACTR1","Macaca mulatta"
"PHF24-Macaca mulatta","PHF24","Macaca mulatta"
"PHGDH-Macaca mulatta","PHGDH","Macaca mulatta"
"PHLDB1-Macaca mulatta","PHLDB1","Macaca mulatta"
"PHYHIP-Macaca mulatta","PHYHIP","Macaca mulatta"
"PI4KA-Macaca mulatta","PI4KA","Macaca mulatta"
"PICALM-Macaca mulatta","PICALM","Macaca mulatta"
"PIGT-Macaca mulatta","PIGT","Macaca mulatta"
"PIN1-Macaca mulatta","PIN1","Macaca mulatta"
"PIP4K2A-Macaca mulatta","PIP4K2A","Macaca mulatta"
"PIP4K2B-Macaca mulatta","PIP4K2B","Macaca mulatta"
"PIP5K1C-Macaca mulatta","PIP5K1C","Macaca mulatta"
"PIPOX-Macaca mulatta","PIPOX","Macaca mulatta"
"PITPNB-Macaca mulatta","PITPNB","Macaca mulatta"
"PKP2-Macaca mulatta","PKP2","Macaca mulatta"
"PKP4-Macaca mulatta","PKP4","Macaca mulatta"
"PLCB1-Macaca mulatta","PLCB1","Macaca mulatta"
"PLCD3-Macaca mulatta","PLCD3","Macaca mulatta"
"PLD3-Macaca mulatta","PLD3","Macaca mulatta"
"PLEC-Macaca mulatta","PLEC","Macaca mulatta"
"PLEKHA5-Macaca mulatta","PLEKHA5","Macaca mulatta"
"PLEKHA6-Macaca mulatta","PLEKHA6","Macaca mulatta"
"PLLP-Macaca mulatta","PLLP","Macaca mulatta"
"PLP1-Macaca mulatta","PLP1","Macaca mulatta"
"PLPBP-Macaca mulatta","PLPBP","Macaca mulatta"
"PLPP3-Macaca mulatta","PLPP3","Macaca mulatta"
"PLPPR1-Macaca mulatta","PLPPR1","Macaca mulatta"
"PLPPR2-Macaca mulatta","PLPPR2","Macaca mulatta"
"PLPPR3-Macaca mulatta","PLPPR3","Macaca mulatta"
"PLPPR4-Macaca mulatta","PLPPR4","Macaca mulatta"
"PLXNA1-Macaca mulatta","PLXNA1","Macaca mulatta"
"PLXNA2-Macaca mulatta","PLXNA2","Macaca mulatta"
"PLXNA4-Macaca mulatta","PLXNA4","Macaca mulatta"
"POC1A-Macaca mulatta","POC1A","Macaca mulatta"
"POC1B-Macaca mulatta","POC1B","Macaca mulatta"
"PODXL2-Macaca mulatta","PODXL2","Macaca mulatta"
"POMGNT2-Macaca mulatta","POMGNT2","Macaca mulatta"
"POU3F2-Macaca mulatta","POU3F2","Macaca mulatta"
"PPFIA2-Macaca mulatta","PPFIA2","Macaca mulatta"
"PPFIA3-Macaca mulatta","PPFIA3","Macaca mulatta"
"PPFIA4-Macaca mulatta","PPFIA4","Macaca mulatta"
"PPIB-Macaca mulatta","PPIB","Macaca mulatta"
"PPL-Macaca mulatta","PPL","Macaca mulatta"
"PPP1CA-Macaca mulatta","PPP1CA","Macaca mulatta"
"PPP1CB-Macaca mulatta","PPP1CB","Macaca mulatta"
"PPP1CC-Macaca mulatta","PPP1CC","Macaca mulatta"
"PPP1R12A-Macaca mulatta","PPP1R12A","Macaca mulatta"
"PPP1R12C-Macaca mulatta","PPP1R12C","Macaca mulatta"
"PPP1R16B-Macaca mulatta","PPP1R16B","Macaca mulatta"
"PPP1R21-Macaca mulatta","PPP1R21","Macaca mulatta"
"PPP1R9A-Macaca mulatta","PPP1R9A","Macaca mulatta"
"PPP1R9B-Macaca mulatta","PPP1R9B","Macaca mulatta"
"PPP2CB-Macaca mulatta","PPP2CB","Macaca mulatta"
"PPP2R1A-Macaca mulatta","PPP2R1A","Macaca mulatta"
"PPP2R2C-Macaca mulatta","PPP2R2C","Macaca mulatta"
"PPP2R5C-Macaca mulatta","PPP2R5C","Macaca mulatta"
"PPP2R5E-Macaca mulatta","PPP2R5E","Macaca mulatta"
"PPP3CA-Macaca mulatta","PPP3CA","Macaca mulatta"
"PPP3CB-Macaca mulatta","PPP3CB","Macaca mulatta"
"PPP3R1-Macaca mulatta","PPP3R1","Macaca mulatta"
"PPT1-Macaca mulatta","PPT1","Macaca mulatta"
"PRDX1-Macaca mulatta","PRDX1","Macaca mulatta"
"PREB-Macaca mulatta","PREB","Macaca mulatta"
"PRICKLE2-Macaca mulatta","PRICKLE2","Macaca mulatta"
"PRKACB-Macaca mulatta","PRKACB","Macaca mulatta"
"PRKAR1A-Macaca mulatta","PRKAR1A","Macaca mulatta"
"PRKAR1B-Macaca mulatta","PRKAR1B","Macaca mulatta"
"PRKAR2A-Macaca mulatta","PRKAR2A","Macaca mulatta"
"PRKAR2B-Macaca mulatta","PRKAR2B","Macaca mulatta"
"PRKCA-Macaca mulatta","PRKCA","Macaca mulatta"
"PRKCB-Macaca mulatta","PRKCB","Macaca mulatta"
"PRKCE-Macaca mulatta","PRKCE","Macaca mulatta"
"PRKCG-Macaca mulatta","PRKCG","Macaca mulatta"
"PRKDC-Macaca mulatta","PRKDC","Macaca mulatta"
"PRKRA-Macaca mulatta","PRKRA","Macaca mulatta"
"PRMT8-Macaca mulatta","PRMT8","Macaca mulatta"
"PRNP-Macaca mulatta","PRNP","Macaca mulatta"
"PRPF40B-Macaca mulatta","PRPF40B","Macaca mulatta"
"PRR36-Macaca mulatta","PRR36","Macaca mulatta"
"PRR7-Macaca mulatta","PRR7","Macaca mulatta"
"PRRT1-Macaca mulatta","PRRT1","Macaca mulatta"
"PRRT2-Macaca mulatta","PRRT2","Macaca mulatta"
"PRRT3-Macaca mulatta","PRRT3","Macaca mulatta"
"PSAP-Macaca mulatta","PSAP","Macaca mulatta"
"PSD3-Macaca mulatta","PSD3","Macaca mulatta"
"PSIP1-Macaca mulatta","PSIP1","Macaca mulatta"
"PSMC5-Macaca mulatta","PSMC5","Macaca mulatta"
"PTDSS1-Macaca mulatta","PTDSS1","Macaca mulatta"
"PTN-Macaca mulatta","PTN","Macaca mulatta"
"PTP4A1-Macaca mulatta","PTP4A1","Macaca mulatta"
"PTPN1-Macaca mulatta","PTPN1","Macaca mulatta"
"PTPN23-Macaca mulatta","PTPN23","Macaca mulatta"
"PTPN9-Macaca mulatta","PTPN9","Macaca mulatta"
"PTPRA-Macaca mulatta","PTPRA","Macaca mulatta"
"PTPRD-Macaca mulatta","PTPRD","Macaca mulatta"
"PTPRF-Macaca mulatta","PTPRF","Macaca mulatta"
"PTPRK-Macaca mulatta","PTPRK","Macaca mulatta"
"PTPRO-Macaca mulatta","PTPRO","Macaca mulatta"
"PTPRS-Macaca mulatta","PTPRS","Macaca mulatta"
"PTPRZ1-Macaca mulatta","PTPRZ1","Macaca mulatta"
"PURB-Macaca mulatta","PURB","Macaca mulatta"
"RAB10-Macaca mulatta","RAB10","Macaca mulatta"
"RAB11A-Macaca mulatta","RAB11A","Macaca mulatta"
"RAB11FIP5-Macaca mulatta","RAB11FIP5","Macaca mulatta"
"RAB12-Macaca mulatta","RAB12","Macaca mulatta"
"RAB14-Macaca mulatta","RAB14","Macaca mulatta"
"RAB15-Macaca mulatta","RAB15","Macaca mulatta"
"RAB18-Macaca mulatta","RAB18","Macaca mulatta"
"RAB1A-Macaca mulatta","RAB1A","Macaca mulatta"
"RAB21-Macaca mulatta","RAB21","Macaca mulatta"
"RAB23-Macaca mulatta","RAB23","Macaca mulatta"
"RAB2A-Macaca mulatta","RAB2A","Macaca mulatta"
"RAB2B-Macaca mulatta","RAB2B","Macaca mulatta"
"RAB35-Macaca mulatta","RAB35","Macaca mulatta"
"RAB3A-Macaca mulatta","RAB3A","Macaca mulatta"
"RAB3B-Macaca mulatta","RAB3B","Macaca mulatta"
"RAB3C-Macaca mulatta","RAB3C","Macaca mulatta"
"RAB3D-Macaca mulatta","RAB3D","Macaca mulatta"
"RAB3GAP2-Macaca mulatta","RAB3GAP2","Macaca mulatta"
"RAB5A-Macaca mulatta","RAB5A","Macaca mulatta"
"RAB5B-Macaca mulatta","RAB5B","Macaca mulatta"
"RAB6B-Macaca mulatta","RAB6B","Macaca mulatta"
"RAB7A-Macaca mulatta","RAB7A","Macaca mulatta"
"RAB8A-Macaca mulatta","RAB8A","Macaca mulatta"
"RAB8B-Macaca mulatta","RAB8B","Macaca mulatta"
"RABEP1-Macaca mulatta","RABEP1","Macaca mulatta"
"RAC1-Macaca mulatta","RAC1","Macaca mulatta"
"RAC3-Macaca mulatta","RAC3","Macaca mulatta"
"RAF1-Macaca mulatta","RAF1","Macaca mulatta"
"RAI14-Macaca mulatta","RAI14","Macaca mulatta"
"RALA-Macaca mulatta","RALA","Macaca mulatta"
"RAP1A-Macaca mulatta","RAP1A","Macaca mulatta"
"RAP1GDS1-Macaca mulatta","RAP1GDS1","Macaca mulatta"
"RAP2A-Macaca mulatta","RAP2A","Macaca mulatta"
"RAP2C-Macaca mulatta","RAP2C","Macaca mulatta"
"RAPGEF2-Macaca mulatta","RAPGEF2","Macaca mulatta"
"RAPGEF4-Macaca mulatta","RAPGEF4","Macaca mulatta"
"RAPH1-Macaca mulatta","RAPH1","Macaca mulatta"
"RASAL2-Macaca mulatta","RASAL2","Macaca mulatta"
"RASGRF1-Macaca mulatta","RASGRF1","Macaca mulatta"
"RASGRF2-Macaca mulatta","RASGRF2","Macaca mulatta"
"RASGRP2-Macaca mulatta","RASGRP2","Macaca mulatta"
"RB1CC1-Macaca mulatta","RB1CC1","Macaca mulatta"
"RBBP4-Macaca mulatta","RBBP4","Macaca mulatta"
"RBMX-Macaca mulatta","RBMX","Macaca mulatta"
"RCC1-Macaca mulatta","RCC1","Macaca mulatta"
"RCC2-Macaca mulatta","RCC2","Macaca mulatta"
"RDH11-Macaca mulatta","RDH11","Macaca mulatta"
"RDH14-Macaca mulatta","RDH14","Macaca mulatta"
"REEP1-Macaca mulatta","REEP1","Macaca mulatta"
"RELN-Macaca mulatta","RELN","Macaca mulatta"
"RER1-Macaca mulatta","RER1","Macaca mulatta"
"RFTN1-Macaca mulatta","RFTN1","Macaca mulatta"
"RGS17-Macaca mulatta","RGS17","Macaca mulatta"
"RGS7-Macaca mulatta","RGS7","Macaca mulatta"
"RGS7BP-Macaca mulatta","RGS7BP","Macaca mulatta"
"RHBDD2-Macaca mulatta","RHBDD2","Macaca mulatta"
"RHEB-Macaca mulatta","RHEB","Macaca mulatta"
"RHOA-Macaca mulatta","RHOA","Macaca mulatta"
"RHOG-Macaca mulatta","RHOG","Macaca mulatta"
"RIMBP2-Macaca mulatta","RIMBP2","Macaca mulatta"
"RIMS1-Macaca mulatta","RIMS1","Macaca mulatta"
"RIMS2-Macaca mulatta","RIMS2","Macaca mulatta"
"RNF121-Macaca mulatta","RNF121","Macaca mulatta"
"RNF170-Macaca mulatta","RNF170","Macaca mulatta"
"ROBO2-Macaca mulatta","ROBO2","Macaca mulatta"
"ROGDI-Macaca mulatta","ROGDI","Macaca mulatta"
"RPH3A-Macaca mulatta","RPH3A","Macaca mulatta"
"RPL10-Macaca mulatta","RPL10","Macaca mulatta"
"RPL10A-Macaca mulatta","RPL10A","Macaca mulatta"
"RPL13-Macaca mulatta","RPL13","Macaca mulatta"
"RPL13A-Macaca mulatta","RPL13A","Macaca mulatta"
"RPL14-Macaca mulatta","RPL14","Macaca mulatta"
"RPL15-Macaca mulatta","RPL15","Macaca mulatta"
"RPL21-Macaca mulatta","RPL21","Macaca mulatta"
"RPL23-Macaca mulatta","RPL23","Macaca mulatta"
"RPL23A-Macaca mulatta","RPL23A","Macaca mulatta"
"RPL26-Macaca mulatta","RPL26","Macaca mulatta"
"RPL27-Macaca mulatta","RPL27","Macaca mulatta"
"RPL30-Macaca mulatta","RPL30","Macaca mulatta"
"RPL31-Macaca mulatta","RPL31","Macaca mulatta"
"RPL34-Macaca mulatta","RPL34","Macaca mulatta"
"RPL35-Macaca mulatta","RPL35","Macaca mulatta"
"RPL35A-Macaca mulatta","RPL35A","Macaca mulatta"
"RPL4-Macaca mulatta","RPL4","Macaca mulatta"
"RPL5-Macaca mulatta","RPL5","Macaca mulatta"
"RPL7-Macaca mulatta","RPL7","Macaca mulatta"
"RPL8-Macaca mulatta","RPL8","Macaca mulatta"
"RPL9-Macaca mulatta","RPL9","Macaca mulatta"
"RPLP2-Macaca mulatta","RPLP2","Macaca mulatta"
"RPN1-Macaca mulatta","RPN1","Macaca mulatta"
"RPN2-Macaca mulatta","RPN2","Macaca mulatta"
"RPS11-Macaca mulatta","RPS11","Macaca mulatta"
"RPS12-Macaca mulatta","RPS12","Macaca mulatta"
"RPS13-Macaca mulatta","RPS13","Macaca mulatta"
"RPS14-Macaca mulatta","RPS14","Macaca mulatta"
"RPS16-Macaca mulatta","RPS16","Macaca mulatta"
"RPS18-Macaca mulatta","RPS18","Macaca mulatta"
"RPS19-Macaca mulatta","RPS19","Macaca mulatta"
"RPS27-Macaca mulatta","RPS27","Macaca mulatta"
"RPS3-Macaca mulatta","RPS3","Macaca mulatta"
"RPS4X-Macaca mulatta","RPS4X","Macaca mulatta"
"RPS7-Macaca mulatta","RPS7","Macaca mulatta"
"RPS8-Macaca mulatta","RPS8","Macaca mulatta"
"RRAS2-Macaca mulatta","RRAS2","Macaca mulatta"
"RRBP1-Macaca mulatta","RRBP1","Macaca mulatta"
"RTCB-Macaca mulatta","RTCB","Macaca mulatta"
"RTN1-Macaca mulatta","RTN1","Macaca mulatta"
"RTN3-Macaca mulatta","RTN3","Macaca mulatta"
"RTN4-Macaca mulatta","RTN4","Macaca mulatta"
"RTN4RL2-Macaca mulatta","RTN4RL2","Macaca mulatta"
"RUVBL1-Macaca mulatta","RUVBL1","Macaca mulatta"
"RUVBL2-Macaca mulatta","RUVBL2","Macaca mulatta"
"RYR2-Macaca mulatta","RYR2","Macaca mulatta"
"RYR3-Macaca mulatta","RYR3","Macaca mulatta"
"SACM1L-Macaca mulatta","SACM1L","Macaca mulatta"
"SARM1-Macaca mulatta","SARM1","Macaca mulatta"
"SATB2-Macaca mulatta","SATB2","Macaca mulatta"
"SBF1-Macaca mulatta","SBF1","Macaca mulatta"
"SCAI-Macaca mulatta","SCAI","Macaca mulatta"
"SCAMP1-Macaca mulatta","SCAMP1","Macaca mulatta"
"SCCPDH-Macaca mulatta","SCCPDH","Macaca mulatta"
"SCD5-Macaca mulatta","SCD5","Macaca mulatta"
"SCFD1-Macaca mulatta","SCFD1","Macaca mulatta"
"SCHIP1-Macaca mulatta","SCHIP1","Macaca mulatta"
"SCN1B-Macaca mulatta","SCN1B","Macaca mulatta"
"SCN2A-Macaca mulatta","SCN2A","Macaca mulatta"
"SCN2B-Macaca mulatta","SCN2B","Macaca mulatta"
"SCN3A-Macaca mulatta","SCN3A","Macaca mulatta"
"SCYL2-Macaca mulatta","SCYL2","Macaca mulatta"
"SDC3-Macaca mulatta","SDC3","Macaca mulatta"
"SDCBP-Macaca mulatta","SDCBP","Macaca mulatta"
"SDK2-Macaca mulatta","SDK2","Macaca mulatta"
"SEC13-Macaca mulatta","SEC13","Macaca mulatta"
"SEC16A-Macaca mulatta","SEC16A","Macaca mulatta"
"SEC22B-Macaca mulatta","SEC22B","Macaca mulatta"
"SEC23A-Macaca mulatta","SEC23A","Macaca mulatta"
"SEC23B-Macaca mulatta","SEC23B","Macaca mulatta"
"SEC24B-Macaca mulatta","SEC24B","Macaca mulatta"
"SEC24C-Macaca mulatta","SEC24C","Macaca mulatta"
"SEC61A1-Macaca mulatta","SEC61A1","Macaca mulatta"
"SEC61B-Macaca mulatta","SEC61B","Macaca mulatta"
"SEC63-Macaca mulatta","SEC63","Macaca mulatta"
"SEMA4C-Macaca mulatta","SEMA4C","Macaca mulatta"
"SEMA4G-Macaca mulatta","SEMA4G","Macaca mulatta"
"SEMA7A-Macaca mulatta","SEMA7A","Macaca mulatta"
"SEPTIN1-Macaca mulatta","SEPTIN1","Macaca mulatta"
"SEPTIN11-Macaca mulatta","SEPTIN11","Macaca mulatta"
"SEPTIN2-Macaca mulatta","SEPTIN2","Macaca mulatta"
"SEPTIN3-Macaca mulatta","SEPTIN3","Macaca mulatta"
"SEPTIN4-Macaca mulatta","SEPTIN4","Macaca mulatta"
"SEPTIN5-Macaca mulatta","SEPTIN5","Macaca mulatta"
"SEPTIN6-Macaca mulatta","SEPTIN6","Macaca mulatta"
"SEPTIN7-Macaca mulatta","SEPTIN7","Macaca mulatta"
"SEPTIN8-Macaca mulatta","SEPTIN8","Macaca mulatta"
"SEPTIN9-Macaca mulatta","SEPTIN9","Macaca mulatta"
"SERBP1-Macaca mulatta","SERBP1","Macaca mulatta"
"SERINC1-Macaca mulatta","SERINC1","Macaca mulatta"
"SERPINH1-Macaca mulatta","SERPINH1","Macaca mulatta"
"SESTD1-Macaca mulatta","SESTD1","Macaca mulatta"
"SET-Macaca mulatta","SET","Macaca mulatta"
