"Input","SYMBOL","Species"
"DYNC1H1-Macaca mulatta","DYNC1H1","Macaca mulatta"
"DYNC1I1-Macaca mulatta","DYNC1I1","Macaca mulatta"
"DYNC1LI1-Macaca mulatta","DYNC1LI1","Macaca mulatta"
"DYNLL1-Macaca mulatta","DYNLL1","Macaca mulatta"
"DYNLL2-Macaca mulatta","DYNLL2","Macaca mulatta"
"DYNLT1-Macaca mulatta","DYNLT1","Macaca mulatta"
"DYRK2-Macaca mulatta","DYRK2","Macaca mulatta"
"ECPAS-Macaca mulatta","ECPAS","Macaca mulatta"
"EDC4-Macaca mulatta","EDC4","Macaca mulatta"
"EDIL3-Macaca mulatta","EDIL3","Macaca mulatta"
"EEF1A1-Macaca mulatta","EEF1A1","Macaca mulatta"
"EEF1A2-Macaca mulatta","EEF1A2","Macaca mulatta"
"EEF1G-Macaca mulatta","EEF1G","Macaca mulatta"
"EEF2-Macaca mulatta","EEF2","Macaca mulatta"
"EFR3B-Macaca mulatta","EFR3B","Macaca mulatta"
"EHD1-Macaca mulatta","EHD1","Macaca mulatta"
"EHD3-Macaca mulatta","EHD3","Macaca mulatta"
"EIF4A1-Macaca mulatta","EIF4A1","Macaca mulatta"
"EIF4A2-Macaca mulatta","EIF4A2","Macaca mulatta"
"EIF4A3-Macaca mulatta","EIF4A3","Macaca mulatta"
"EIF4G1-Macaca mulatta","EIF4G1","Macaca mulatta"
"EIF4G2-Macaca mulatta","EIF4G2","Macaca mulatta"
"ELFN1-Macaca mulatta","ELFN1","Macaca mulatta"
"ELFN2-Macaca mulatta","ELFN2","Macaca mulatta"
"ELMO2-Macaca mulatta","ELMO2","Macaca mulatta"
"ELMOD1-Macaca mulatta","ELMOD1","Macaca mulatta"
"ELOC-Macaca mulatta","ELOC","Macaca mulatta"
"EMC1-Macaca mulatta","EMC1","Macaca mulatta"
"EMC2-Macaca mulatta","EMC2","Macaca mulatta"
"EMC3-Macaca mulatta","EMC3","Macaca mulatta"
"EMC8-Macaca mulatta","EMC8","Macaca mulatta"
"EMD-Macaca mulatta","EMD","Macaca mulatta"
"ENAH-Macaca mulatta","ENAH","Macaca mulatta"
"ENDOG-Macaca mulatta","ENDOG","Macaca mulatta"
"ENO1-Macaca mulatta","ENO1","Macaca mulatta"
"ENO2-Macaca mulatta","ENO2","Macaca mulatta"
"ENPP6-Macaca mulatta","ENPP6","Macaca mulatta"
"EPB41-Macaca mulatta","EPB41","Macaca mulatta"
"EPB41L1-Macaca mulatta","EPB41L1","Macaca mulatta"
"EPB41L2-Macaca mulatta","EPB41L2","Macaca mulatta"
"EPB41L3-Macaca mulatta","EPB41L3","Macaca mulatta"
"EPB41L4B-Macaca mulatta","EPB41L4B","Macaca mulatta"
"EPB41L5-Macaca mulatta","EPB41L5","Macaca mulatta"
"EPB42-Macaca mulatta","EPB42","Macaca mulatta"
"EPC1-Macaca mulatta","EPC1","Macaca mulatta"
"EPHA4-Macaca mulatta","EPHA4","Macaca mulatta"
"EPHA5-Macaca mulatta","EPHA5","Macaca mulatta"
"EPHA7-Macaca mulatta","EPHA7","Macaca mulatta"
"EPHB2-Macaca mulatta","EPHB2","Macaca mulatta"
"EPHB6-Macaca mulatta","EPHB6","Macaca mulatta"
"EPHX4-Macaca mulatta","EPHX4","Macaca mulatta"
"EPRS1-Macaca mulatta","EPRS1","Macaca mulatta"
"EPS15L1-Macaca mulatta","EPS15L1","Macaca mulatta"
"ERC1-Macaca mulatta","ERC1","Macaca mulatta"
"ERC2-Macaca mulatta","ERC2","Macaca mulatta"
"ERMN-Macaca mulatta","ERMN","Macaca mulatta"
"EVL-Macaca mulatta","EVL","Macaca mulatta"
"EWSR1-Macaca mulatta","EWSR1","Macaca mulatta"
"EXOC1-Macaca mulatta","EXOC1","Macaca mulatta"
"EXOC2-Macaca mulatta","EXOC2","Macaca mulatta"
"EXOC3-Macaca mulatta","EXOC3","Macaca mulatta"
"EXOC4-Macaca mulatta","EXOC4","Macaca mulatta"
"EXOC5-Macaca mulatta","EXOC5","Macaca mulatta"
"EXOC6B-Macaca mulatta","EXOC6B","Macaca mulatta"
"EXOC7-Macaca mulatta","EXOC7","Macaca mulatta"
"EXOC8-Macaca mulatta","EXOC8","Macaca mulatta"
"EXTL2-Macaca mulatta","EXTL2","Macaca mulatta"
"EXTL3-Macaca mulatta","EXTL3","Macaca mulatta"
"EZR-Macaca mulatta","EZR","Macaca mulatta"
"FABP7-Macaca mulatta","FABP7","Macaca mulatta"
"FAF2-Macaca mulatta","FAF2","Macaca mulatta"
"FAHD1-Macaca mulatta","FAHD1","Macaca mulatta"
"FAM110B-Macaca mulatta","FAM110B","Macaca mulatta"
"FAM120A-Macaca mulatta","FAM120A","Macaca mulatta"
"FAM126B-Macaca mulatta","FAM126B","Macaca mulatta"
"FAM131B-Macaca mulatta","FAM131B","Macaca mulatta"
"FAM163B-Macaca mulatta","FAM163B","Macaca mulatta"
"FAM168A-Macaca mulatta","FAM168A","Macaca mulatta"
"FAM171A1-Macaca mulatta","FAM171A1","Macaca mulatta"
"FAM171A2-Macaca mulatta","FAM171A2","Macaca mulatta"
"FAM171B-Macaca mulatta","FAM171B","Macaca mulatta"
"FAM20B-Macaca mulatta","FAM20B","Macaca mulatta"
"FAM3C-Macaca mulatta","FAM3C","Macaca mulatta"
"FAM50B-Macaca mulatta","FAM50B","Macaca mulatta"
"FAM81A-Macaca mulatta","FAM81A","Macaca mulatta"
"FAM98B-Macaca mulatta","FAM98B","Macaca mulatta"
"FANCG-Macaca mulatta","FANCG","Macaca mulatta"
"FAR1-Macaca mulatta","FAR1","Macaca mulatta"
"FARP1-Macaca mulatta","FARP1","Macaca mulatta"
"FAT2-Macaca mulatta","FAT2","Macaca mulatta"
"FAT3-Macaca mulatta","FAT3","Macaca mulatta"
"FAT4-Macaca mulatta","FAT4","Macaca mulatta"
"FAXC-Macaca mulatta","FAXC","Macaca mulatta"
"FBXO41-Macaca mulatta","FBXO41","Macaca mulatta"
"FGB-Macaca mulatta","FGB","Macaca mulatta"
"FGF12-Macaca mulatta","FGF12","Macaca mulatta"
"FGG-Macaca mulatta","FGG","Macaca mulatta"
"FHL1-Macaca mulatta","FHL1","Macaca mulatta"
"FLNA-Macaca mulatta","FLNA","Macaca mulatta"
"FLNC-Macaca mulatta","FLNC","Macaca mulatta"
"FLOT1-Macaca mulatta","FLOT1","Macaca mulatta"
"FLRT2-Macaca mulatta","FLRT2","Macaca mulatta"
"FMN2-Macaca mulatta","FMN2","Macaca mulatta"
"FMNL2-Macaca mulatta","FMNL2","Macaca mulatta"
"FN1-Macaca mulatta","FN1","Macaca mulatta"
"FNBP1L-Macaca mulatta","FNBP1L","Macaca mulatta"
"FRMD4A-Macaca mulatta","FRMD4A","Macaca mulatta"
"FRMD5-Macaca mulatta","FRMD5","Macaca mulatta"
"FRY-Macaca mulatta","FRY","Macaca mulatta"
"FSCN1-Macaca mulatta","FSCN1","Macaca mulatta"
"FSD1-Macaca mulatta","FSD1","Macaca mulatta"
"FUT8-Macaca mulatta","FUT8","Macaca mulatta"
"FXR1-Macaca mulatta","FXR1","Macaca mulatta"
"FXYD7-Macaca mulatta","FXYD7","Macaca mulatta"
"FYN-Macaca mulatta","FYN","Macaca mulatta"
"GABARAPL2-Macaca mulatta","GABARAPL2","Macaca mulatta"
"GABBR1-Macaca mulatta","GABBR1","Macaca mulatta"
"GABBR2-Macaca mulatta","GABBR2","Macaca mulatta"
"GABRA1-Macaca mulatta","GABRA1","Macaca mulatta"
"GABRA2-Macaca mulatta","GABRA2","Macaca mulatta"
"GABRA3-Macaca mulatta","GABRA3","Macaca mulatta"
"GABRA4-Macaca mulatta","GABRA4","Macaca mulatta"
"GABRA5-Macaca mulatta","GABRA5","Macaca mulatta"
"GABRB1-Macaca mulatta","GABRB1","Macaca mulatta"
"GABRB2-Macaca mulatta","GABRB2","Macaca mulatta"
"GABRB3-Macaca mulatta","GABRB3","Macaca mulatta"
"GABRD-Macaca mulatta","GABRD","Macaca mulatta"
"GABRG2-Macaca mulatta","GABRG2","Macaca mulatta"
"GALNT2-Macaca mulatta","GALNT2","Macaca mulatta"
"GAP43-Macaca mulatta","GAP43","Macaca mulatta"
"GAPDH-Macaca mulatta","GAPDH","Macaca mulatta"
"GAS7-Macaca mulatta","GAS7","Macaca mulatta"
"GATAD2A-Macaca mulatta","GATAD2A","Macaca mulatta"
"GDA-Macaca mulatta","GDA","Macaca mulatta"
"GDAP1L1-Macaca mulatta","GDAP1L1","Macaca mulatta"
"GDI1-Macaca mulatta","GDI1","Macaca mulatta"
"GFAP-Macaca mulatta","GFAP","Macaca mulatta"
"GFRA2-Macaca mulatta","GFRA2","Macaca mulatta"
"GIT1-Macaca mulatta","GIT1","Macaca mulatta"
"GJA1-Macaca mulatta","GJA1","Macaca mulatta"
"GJC2-Macaca mulatta","GJC2","Macaca mulatta"
"GK-Macaca mulatta","GK","Macaca mulatta"
"GK2-Macaca mulatta","GK2","Macaca mulatta"
"GLCE-Macaca mulatta","GLCE","Macaca mulatta"
"GLG1-Macaca mulatta","GLG1","Macaca mulatta"
"GLIPR2-Macaca mulatta","GLIPR2","Macaca mulatta"
"GLRA2-Macaca mulatta","GLRA2","Macaca mulatta"
"GLRA3-Macaca mulatta","GLRA3","Macaca mulatta"
"GLUD1-Macaca mulatta","GLUD1","Macaca mulatta"
"GLUL-Macaca mulatta","GLUL","Macaca mulatta"
"GLYR1-Macaca mulatta","GLYR1","Macaca mulatta"
"GNA11-Macaca mulatta","GNA11","Macaca mulatta"
"GNA13-Macaca mulatta","GNA13","Macaca mulatta"
"GNAI1-Macaca mulatta","GNAI1","Macaca mulatta"
"GNAI2-Macaca mulatta","GNAI2","Macaca mulatta"
"GNAI3-Macaca mulatta","GNAI3","Macaca mulatta"
"GNAL-Macaca mulatta","GNAL","Macaca mulatta"
"GNAO1-Macaca mulatta","GNAO1","Macaca mulatta"
"GNAQ-Macaca mulatta","GNAQ","Macaca mulatta"
"GNAZ-Macaca mulatta","GNAZ","Macaca mulatta"
"GNB1-Macaca mulatta","GNB1","Macaca mulatta"
"GNB2-Macaca mulatta","GNB2","Macaca mulatta"
"GNB4-Macaca mulatta","GNB4","Macaca mulatta"
"GNB5-Macaca mulatta","GNB5","Macaca mulatta"
"GNG3-Macaca mulatta","GNG3","Macaca mulatta"
"GNG4-Macaca mulatta","GNG4","Macaca mulatta"
"GNG7-Macaca mulatta","GNG7","Macaca mulatta"
"GNPAT-Macaca mulatta","GNPAT","Macaca mulatta"
"GNPTAB-Macaca mulatta","GNPTAB","Macaca mulatta"
"GOLGA2-Macaca mulatta","GOLGA2","Macaca mulatta"
"GOLGA3-Macaca mulatta","GOLGA3","Macaca mulatta"
"GOLGA5-Macaca mulatta","GOLGA5","Macaca mulatta"
"GOLGA7B-Macaca mulatta","GOLGA7B","Macaca mulatta"
"GOLGB1-Macaca mulatta","GOLGB1","Macaca mulatta"
"GOLIM4-Macaca mulatta","GOLIM4","Macaca mulatta"
"GOLM1-Macaca mulatta","GOLM1","Macaca mulatta"
"GOLM2-Macaca mulatta","GOLM2","Macaca mulatta"
"GOSR1-Macaca mulatta","GOSR1","Macaca mulatta"
"GPC1-Macaca mulatta","GPC1","Macaca mulatta"
"GPC2-Macaca mulatta","GPC2","Macaca mulatta"
"GPC4-Macaca mulatta","GPC4","Macaca mulatta"
"GPHN-Macaca mulatta","GPHN","Macaca mulatta"
"GPM6A-Macaca mulatta","GPM6A","Macaca mulatta"
"GPM6B-Macaca mulatta","GPM6B","Macaca mulatta"
"GPN3-Macaca mulatta","GPN3","Macaca mulatta"
"GPR158-Macaca mulatta","GPR158","Macaca mulatta"
"GPRC5B-Macaca mulatta","GPRC5B","Macaca mulatta"
"GPRIN1-Macaca mulatta","GPRIN1","Macaca mulatta"
"GPSM1-Macaca mulatta","GPSM1","Macaca mulatta"
"GRAMD1A-Macaca mulatta","GRAMD1A","Macaca mulatta"
"GRIA1-Macaca mulatta","GRIA1","Macaca mulatta"
"GRIA2-Macaca mulatta","GRIA2","Macaca mulatta"
"GRIA3-Macaca mulatta","GRIA3","Macaca mulatta"
"GRIA4-Macaca mulatta","GRIA4","Macaca mulatta"
"GRID2-Macaca mulatta","GRID2","Macaca mulatta"
"GRIK2-Macaca mulatta","GRIK2","Macaca mulatta"
"GRIK3-Macaca mulatta","GRIK3","Macaca mulatta"
"GRIN1-Macaca mulatta","GRIN1","Macaca mulatta"
"GRIN2A-Macaca mulatta","GRIN2A","Macaca mulatta"
"GRIN2B-Macaca mulatta","GRIN2B","Macaca mulatta"
"GRIP1-Macaca mulatta","GRIP1","Macaca mulatta"
"GRIPAP1-Macaca mulatta","GRIPAP1","Macaca mulatta"
"GRK2-Macaca mulatta","GRK2","Macaca mulatta"
"GRM1-Macaca mulatta","GRM1","Macaca mulatta"
"GRM2-Macaca mulatta","GRM2","Macaca mulatta"
"GRM3-Macaca mulatta","GRM3","Macaca mulatta"
"GRM5-Macaca mulatta","GRM5","Macaca mulatta"
"GRM7-Macaca mulatta","GRM7","Macaca mulatta"
"GSK3B-Macaca mulatta","GSK3B","Macaca mulatta"
"GSTM3-Macaca mulatta","GSTM3","Macaca mulatta"
"GTF2I-Macaca mulatta","GTF2I","Macaca mulatta"
"GUCY1A2-Macaca mulatta","GUCY1A2","Macaca mulatta"
"GUCY1B1-Macaca mulatta","GUCY1B1","Macaca mulatta"
"H1-3-Macaca mulatta","H1-3","Macaca mulatta"
"H1-4-Macaca mulatta","H1-4","Macaca mulatta"
"H1-5-Macaca mulatta","H1-5","Macaca mulatta"
"H1FX-Macaca mulatta","H1FX","Macaca mulatta"
"H2AFY-Macaca mulatta","H2AFY","Macaca mulatta"
"H2AFY2-Macaca mulatta","H2AFY2","Macaca mulatta"
"H2AZ2-Macaca mulatta","H2AZ2","Macaca mulatta"
"HACD2-Macaca mulatta","HACD2","Macaca mulatta"
"HACD3-Macaca mulatta","HACD3","Macaca mulatta"
"HAPLN1-Macaca mulatta","HAPLN1","Macaca mulatta"
"HAPLN2-Macaca mulatta","HAPLN2","Macaca mulatta"
"HAPLN4-Macaca mulatta","HAPLN4","Macaca mulatta"
"HAUS5-Macaca mulatta","HAUS5","Macaca mulatta"
"HAX1-Macaca mulatta","HAX1","Macaca mulatta"
"HBB-Macaca mulatta","HBB","Macaca mulatta"
"HCN1-Macaca mulatta","HCN1","Macaca mulatta"
"HDAC11-Macaca mulatta","HDAC11","Macaca mulatta"
"HECW1-Macaca mulatta","HECW1","Macaca mulatta"
"HECW2-Macaca mulatta","HECW2","Macaca mulatta"
"HEPACAM-Macaca mulatta","HEPACAM","Macaca mulatta"
"HIST1H2BH-Macaca mulatta","HIST1H2BH","Macaca mulatta"
"HIST3H2BB-Macaca mulatta","HIST3H2BB","Macaca mulatta"
"HIST3H3-Macaca mulatta","HIST3H3","Macaca mulatta"
"HK1-Macaca mulatta","HK1","Macaca mulatta"
"HMGB2-Macaca mulatta","HMGB2","Macaca mulatta"
"HMGB3-Macaca mulatta","HMGB3","Macaca mulatta"
"HMOX2-Macaca mulatta","HMOX2","Macaca mulatta"
"HNRNPA1-Macaca mulatta","HNRNPA1","Macaca mulatta"
"HNRNPA2B1-Macaca mulatta","HNRNPA2B1","Macaca mulatta"
"HNRNPD-Macaca mulatta","HNRNPD","Macaca mulatta"
"HNRNPH1-Macaca mulatta","HNRNPH1","Macaca mulatta"
"HNRNPK-Macaca mulatta","HNRNPK","Macaca mulatta"
"HNRNPM-Macaca mulatta","HNRNPM","Macaca mulatta"
"HNRNPU-Macaca mulatta","HNRNPU","Macaca mulatta"
"HOMER1-Macaca mulatta","HOMER1","Macaca mulatta"
"HOMER2-Macaca mulatta","HOMER2","Macaca mulatta"
"HP1BP3-Macaca mulatta","HP1BP3","Macaca mulatta"
"HRAS-Macaca mulatta","HRAS","Macaca mulatta"
"HS2ST1-Macaca mulatta","HS2ST1","Macaca mulatta"
"HSD17B11-Macaca mulatta","HSD17B11","Macaca mulatta"
"HSD17B12-Macaca mulatta","HSD17B12","Macaca mulatta"
"HSP90AA1-Macaca mulatta","HSP90AA1","Macaca mulatta"
"HSP90B1-Macaca mulatta","HSP90B1","Macaca mulatta"
"HSPA12A-Macaca mulatta","HSPA12A","Macaca mulatta"
"HSPA5-Macaca mulatta","HSPA5","Macaca mulatta"
"HSPA8-Macaca mulatta","HSPA8","Macaca mulatta"
"HSPA9-Macaca mulatta","HSPA9","Macaca mulatta"
"HSPB1-Macaca mulatta","HSPB1","Macaca mulatta"
"HSPG2-Macaca mulatta","HSPG2","Macaca mulatta"
"HSPH1-Macaca mulatta","HSPH1","Macaca mulatta"
"ICAM5-Macaca mulatta","ICAM5","Macaca mulatta"
"IDH1-Macaca mulatta","IDH1","Macaca mulatta"
"IGBP1-Macaca mulatta","IGBP1","Macaca mulatta"
"IGHMBP2-Macaca mulatta","IGHMBP2","Macaca mulatta"
"IGLON5-Macaca mulatta","IGLON5","Macaca mulatta"
"IGSF21-Macaca mulatta","IGSF21","Macaca mulatta"
"IGSF3-Macaca mulatta","IGSF3","Macaca mulatta"
"IGSF8-Macaca mulatta","IGSF8","Macaca mulatta"
"IGSF9B-Macaca mulatta","IGSF9B","Macaca mulatta"
"IL1RAPL1-Macaca mulatta","IL1RAPL1","Macaca mulatta"
"ILDR2-Macaca mulatta","ILDR2","Macaca mulatta"
"ILVBL-Macaca mulatta","ILVBL","Macaca mulatta"
"INA-Macaca mulatta","INA","Macaca mulatta"
"INF2-Macaca mulatta","INF2","Macaca mulatta"
"INPP5A-Macaca mulatta","INPP5A","Macaca mulatta"
"IPO5-Macaca mulatta","IPO5","Macaca mulatta"
"IPO7-Macaca mulatta","IPO7","Macaca mulatta"
"IPO9-Macaca mulatta","IPO9","Macaca mulatta"
"IQSEC1-Macaca mulatta","IQSEC1","Macaca mulatta"
"IQSEC2-Macaca mulatta","IQSEC2","Macaca mulatta"
"IQSEC3-Macaca mulatta","IQSEC3","Macaca mulatta"
"IRS2-Macaca mulatta","IRS2","Macaca mulatta"
"ISCA1-Macaca mulatta","ISCA1","Macaca mulatta"
"ISLR2-Macaca mulatta","ISLR2","Macaca mulatta"
"ITM2B-Macaca mulatta","ITM2B","Macaca mulatta"
"ITM2C-Macaca mulatta","ITM2C","Macaca mulatta"
"ITPKA-Macaca mulatta","ITPKA","Macaca mulatta"
"ITPR1-Macaca mulatta","ITPR1","Macaca mulatta"
"ITSN1-Macaca mulatta","ITSN1","Macaca mulatta"
"IVL-Macaca mulatta","IVL","Macaca mulatta"
"JAGN1-Macaca mulatta","JAGN1","Macaca mulatta"
"JAKMIP1-Macaca mulatta","JAKMIP1","Macaca mulatta"
"JCAD-Macaca mulatta","JCAD","Macaca mulatta"
"JPT1-Macaca mulatta","JPT1","Macaca mulatta"
"JUP-Macaca mulatta","JUP","Macaca mulatta"
"KALRN-Macaca mulatta","KALRN","Macaca mulatta"
"KCNA1-Macaca mulatta","KCNA1","Macaca mulatta"
"KCNAB2-Macaca mulatta","KCNAB2","Macaca mulatta"
"KCNB1-Macaca mulatta","KCNB1","Macaca mulatta"
"KCNJ4-Macaca mulatta","KCNJ4","Macaca mulatta"
"KCNMA1-Macaca mulatta","KCNMA1","Macaca mulatta"
"KCNQ2-Macaca mulatta","KCNQ2","Macaca mulatta"
"KCTD12-Macaca mulatta","KCTD12","Macaca mulatta"
"KCTD16-Macaca mulatta","KCTD16","Macaca mulatta"
"KCTD8-Macaca mulatta","KCTD8","Macaca mulatta"
"KHDRBS1-Macaca mulatta","KHDRBS1","Macaca mulatta"
"KIAA0930-Macaca mulatta","KIAA0930","Macaca mulatta"
"KIAA1109-Macaca mulatta","KIAA1109","Macaca mulatta"
"KIAA1217-Macaca mulatta","KIAA1217","Macaca mulatta"
"KIAA1549-Macaca mulatta","KIAA1549","Macaca mulatta"
"KIAA1549L-Macaca mulatta","KIAA1549L","Macaca mulatta"
"KIDINS220-Macaca mulatta","KIDINS220","Macaca mulatta"
"KIF21A-Macaca mulatta","KIF21A","Macaca mulatta"
"KIF21B-Macaca mulatta","KIF21B","Macaca mulatta"
"KIF2A-Macaca mulatta","KIF2A","Macaca mulatta"
"KIF3A-Macaca mulatta","KIF3A","Macaca mulatta"
"KIF5B-Macaca mulatta","KIF5B","Macaca mulatta"
"KIF5C-Macaca mulatta","KIF5C","Macaca mulatta"
"KIFC2-Macaca mulatta","KIFC2","Macaca mulatta"
"KIRREL3-Macaca mulatta","KIRREL3","Macaca mulatta"
"KIT-Macaca mulatta","KIT","Macaca mulatta"
"KLC1-Macaca mulatta","KLC1","Macaca mulatta"
"KPNB1-Macaca mulatta","KPNB1","Macaca mulatta"
"KRAS-Macaca mulatta","KRAS","Macaca mulatta"
"KRT1-Macaca mulatta","KRT1","Macaca mulatta"
"KTN1-Macaca mulatta","KTN1","Macaca mulatta"
"L1CAM-Macaca mulatta","L1CAM","Macaca mulatta"
"LANCL1-Macaca mulatta","LANCL1","Macaca mulatta"
"LANCL2-Macaca mulatta","LANCL2","Macaca mulatta"
"LASP1-Macaca mulatta","LASP1","Macaca mulatta"
"LDHA-Macaca mulatta","LDHA","Macaca mulatta"
"LEMD2-Macaca mulatta","LEMD2","Macaca mulatta"
"LGI1-Macaca mulatta","LGI1","Macaca mulatta"
"LGI3-Macaca mulatta","LGI3","Macaca mulatta"
"LHFPL4-Macaca mulatta","LHFPL4","Macaca mulatta"
"LIMCH1-Macaca mulatta","LIMCH1","Macaca mulatta"
"LIN7A-Macaca mulatta","LIN7A","Macaca mulatta"
"LIN7B-Macaca mulatta","LIN7B","Macaca mulatta"
"LIN7C-Macaca mulatta","LIN7C","Macaca mulatta"
"LINGO1-Macaca mulatta","LINGO1","Macaca mulatta"
"LLGL1-Macaca mulatta","LLGL1","Macaca mulatta"
"LMNA-Macaca mulatta","LMNA","Macaca mulatta"
"LMNB1-Macaca mulatta","LMNB1","Macaca mulatta"
"LMNB2-Macaca mulatta","LMNB2","Macaca mulatta"
"LMO7-Macaca mulatta","LMO7","Macaca mulatta"
"LMTK2-Macaca mulatta","LMTK2","Macaca mulatta"
"LMTK3-Macaca mulatta","LMTK3","Macaca mulatta"
"LOC100429346-Macaca mulatta","LOC100429346","Macaca mulatta"
"LOC100430373-Macaca mulatta","LOC100430373","Macaca mulatta"
"LOC106995978-Macaca mulatta","LOC106995978","Macaca mulatta"
"LOC106996511-Macaca mulatta","LOC106996511","Macaca mulatta"
"LOC106996998-Macaca mulatta","LOC106996998","Macaca mulatta"
"LOC114669717-Macaca mulatta","LOC114669717","Macaca mulatta"
"LOC693573-Macaca mulatta","LOC693573","Macaca mulatta"
"LOC693947-Macaca mulatta","LOC693947","Macaca mulatta"
"LOC694289-Macaca mulatta","LOC694289","Macaca mulatta"
"LOC695122-Macaca mulatta","LOC695122","Macaca mulatta"
"LOC695715-Macaca mulatta","LOC695715","Macaca mulatta"
"LOC696956-Macaca mulatta","LOC696956","Macaca mulatta"
"LOC697977-Macaca mulatta","LOC697977","Macaca mulatta"
"LOC698693-Macaca mulatta","LOC698693","Macaca mulatta"
"LOC699195-Macaca mulatta","LOC699195","Macaca mulatta"
"LOC699231-Macaca mulatta","LOC699231","Macaca mulatta"
"LOC699789-Macaca mulatta","LOC699789","Macaca mulatta"
"LOC701691-Macaca mulatta","LOC701691","Macaca mulatta"
"LOC703455-Macaca mulatta","LOC703455","Macaca mulatta"
"LOC704083-Macaca mulatta","LOC704083","Macaca mulatta"
"LOC704394-Macaca mulatta","LOC704394","Macaca mulatta"
"LOC704510-Macaca mulatta","LOC704510","Macaca mulatta"
"LOC704634-Macaca mulatta","LOC704634","Macaca mulatta"
"LOC706480-Macaca mulatta","LOC706480","Macaca mulatta"
"LOC707726-Macaca mulatta","LOC707726","Macaca mulatta"
"LOC710137-Macaca mulatta","LOC710137","Macaca mulatta"
"LOC711644-Macaca mulatta","LOC711644","Macaca mulatta"
"LOC713490-Macaca mulatta","LOC713490","Macaca mulatta"
"LOC714226-Macaca mulatta","LOC714226","Macaca mulatta"
"LOC714598-Macaca mulatta","LOC714598","Macaca mulatta"
"LOC714737-Macaca mulatta","LOC714737","Macaca mulatta"
"LOC716161-Macaca mulatta","LOC716161","Macaca mulatta"
"LOC716527-Macaca mulatta","LOC716527","Macaca mulatta"
"LOC717686-Macaca mulatta","LOC717686","Macaca mulatta"
"LOC719242-Macaca mulatta","LOC719242","Macaca mulatta"
"LOC719317-Macaca mulatta","LOC719317","Macaca mulatta"
"LOC720019-Macaca mulatta","LOC720019","Macaca mulatta"
"LPCAT1-Macaca mulatta","LPCAT1","Macaca mulatta"
"LPL-Macaca mulatta","LPL","Macaca mulatta"
"LRP1B-Macaca mulatta","LRP1B","Macaca mulatta"
"LRRC15-Macaca mulatta","LRRC15","Macaca mulatta"
"LRRC47-Macaca mulatta","LRRC47","Macaca mulatta"
"LRRC4B-Macaca mulatta","LRRC4B","Macaca mulatta"
"LRRC57-Macaca mulatta","LRRC57","Macaca mulatta"
"LRRC59-Macaca mulatta","LRRC59","Macaca mulatta"
"LRRC7-Macaca mulatta","LRRC7","Macaca mulatta"
"LRRC73-Macaca mulatta","LRRC73","Macaca mulatta"
"LRRC8A-Macaca mulatta","LRRC8A","Macaca mulatta"
"LRRTM1-Macaca mulatta","LRRTM1","Macaca mulatta"
"LRRTM2-Macaca mulatta","LRRTM2","Macaca mulatta"
"LRRTM3-Macaca mulatta","LRRTM3","Macaca mulatta"
"LRRTM4-Macaca mulatta","LRRTM4","Macaca mulatta"
"LSAMP-Macaca mulatta","LSAMP","Macaca mulatta"
"LSM14B-Macaca mulatta","LSM14B","Macaca mulatta"
"LUZP1-Macaca mulatta","LUZP1","Macaca mulatta"
"LY6H-Macaca mulatta","LY6H","Macaca mulatta"
"LYNX1-Macaca mulatta","LYNX1","Macaca mulatta"
"LZTS1-Macaca mulatta","LZTS1","Macaca mulatta"
"LZTS3-Macaca mulatta","LZTS3","Macaca mulatta"
"MACF1-Macaca mulatta","MACF1","Macaca mulatta"
"MADD-Macaca mulatta","MADD","Macaca mulatta"
"MAGI1-Macaca mulatta","MAGI1","Macaca mulatta"
"MAGI2-Macaca mulatta","MAGI2","Macaca mulatta"
"MAGI3-Macaca mulatta","MAGI3","Macaca mulatta"
"MAN1B1-Macaca mulatta","MAN1B1","Macaca mulatta"
"MAN2A1-Macaca mulatta","MAN2A1","Macaca mulatta"
"MAN2A2-Macaca mulatta","MAN2A2","Macaca mulatta"
"MAP1A-Macaca mulatta","MAP1A","Macaca mulatta"
"MAP1B-Macaca mulatta","MAP1B","Macaca mulatta"
"MAP1LC3A-Macaca mulatta","MAP1LC3A","Macaca mulatta"
"MAP1LC3B-Macaca mulatta","MAP1LC3B","Macaca mulatta"
"MAP1S-Macaca mulatta","MAP1S","Macaca mulatta"
"MAP2-Macaca mulatta","MAP2","Macaca mulatta"
"MAP2K1-Macaca mulatta","MAP2K1","Macaca mulatta"
"MAP3K5-Macaca mulatta","MAP3K5","Macaca mulatta"
"MAP4-Macaca mulatta","MAP4","Macaca mulatta"
"MAP4K4-Macaca mulatta","MAP4K4","Macaca mulatta"
"MAP6-Macaca mulatta","MAP6","Macaca mulatta"
"MAPK1-Macaca mulatta","MAPK1","Macaca mulatta"
"MAPK3-Macaca mulatta","MAPK3","Macaca mulatta"
"MAPK9-Macaca mulatta","MAPK9","Macaca mulatta"
"MAPRE1-Macaca mulatta","MAPRE1","Macaca mulatta"
"MAPRE2-Macaca mulatta","MAPRE2","Macaca mulatta"
"MAPRE3-Macaca mulatta","MAPRE3","Macaca mulatta"
"MAPT-Macaca mulatta","MAPT","Macaca mulatta"
"MARCKS-Macaca mulatta","MARCKS","Macaca mulatta"
"MARCKSL1-Macaca mulatta","MARCKSL1","Macaca mulatta"
