"Input","SYMBOL","Species"
"Exoc4-Mus musculus","Exoc4","Mus musculus"
"Exoc6-Mus musculus","Exoc6","Mus musculus"
"Exoc7-Mus musculus","Exoc7","Mus musculus"
"Exoc8-Mus musculus","Exoc8","Mus musculus"
"Faah-Mus musculus","Faah","Mus musculus"
"Fads1-Mus musculus","Fads1","Mus musculus"
"Fads2-Mus musculus","Fads2","Mus musculus"
"Faf2-Mus musculus","Faf2","Mus musculus"
"Fam120a-Mus musculus","Fam120a","Mus musculus"
"Fam126b-Mus musculus","Fam126b","Mus musculus"
"Fam168a-Mus musculus","Fam168a","Mus musculus"
"Fam171a2-Mus musculus","Fam171a2","Mus musculus"
"Fam177a-Mus musculus","Fam177a","Mus musculus"
"Fam20b-Mus musculus","Fam20b","Mus musculus"
"Fam81a-Mus musculus","Fam81a","Mus musculus"
"Fam98b-Mus musculus","Fam98b","Mus musculus"
"Far1-Mus musculus","Far1","Mus musculus"
"Farp1-Mus musculus","Farp1","Mus musculus"
"Farsa-Mus musculus","Farsa","Mus musculus"
"Farsb-Mus musculus","Farsb","Mus musculus"
"Fat1-Mus musculus","Fat1","Mus musculus"
"Fat2-Mus musculus","Fat2","Mus musculus"
"Fat3-Mus musculus","Fat3","Mus musculus"
"Fat4-Mus musculus","Fat4","Mus musculus"
"Faxc-Mus musculus","Faxc","Mus musculus"
"Fbxl16-Mus musculus","Fbxl16","Mus musculus"
"Fbxl17-Mus musculus","Fbxl17","Mus musculus"
"Fbxo41-Mus musculus","Fbxo41","Mus musculus"
"Fdft1-Mus musculus","Fdft1","Mus musculus"
"Fgf13-Mus musculus","Fgf13","Mus musculus"
"Fkbp1b-Mus musculus","Fkbp1b","Mus musculus"
"Fkbp3-Mus musculus","Fkbp3","Mus musculus"
"Flna-Mus musculus","Flna","Mus musculus"
"Flot1-Mus musculus","Flot1","Mus musculus"
"Flot2-Mus musculus","Flot2","Mus musculus"
"Flrt2-Mus musculus","Flrt2","Mus musculus"
"Fmn2-Mus musculus","Fmn2","Mus musculus"
"Fmnl2-Mus musculus","Fmnl2","Mus musculus"
"Fmr1-Mus musculus","Fmr1","Mus musculus"
"Frmd4a-Mus musculus","Frmd4a","Mus musculus"
"Frmpd3-Mus musculus","Frmpd3","Mus musculus"
"Frrs1l-Mus musculus","Frrs1l","Mus musculus"
"Fry-Mus musculus","Fry","Mus musculus"
"Fut8-Mus musculus","Fut8","Mus musculus"
"Fxr1-Mus musculus","Fxr1","Mus musculus"
"Fxyd6-Mus musculus","Fxyd6","Mus musculus"
"Fyn-Mus musculus","Fyn","Mus musculus"
"Gabbr1-Mus musculus","Gabbr1","Mus musculus"
"Gabbr2-Mus musculus","Gabbr2","Mus musculus"
"Gabra1-Mus musculus","Gabra1","Mus musculus"
"Gabra3-Mus musculus","Gabra3","Mus musculus"
"Gabra5-Mus musculus","Gabra5","Mus musculus"
"Gabrb1-Mus musculus","Gabrb1","Mus musculus"
"Gabrb2-Mus musculus","Gabrb2","Mus musculus"
"Gabrb3-Mus musculus","Gabrb3","Mus musculus"
"Gabrg2-Mus musculus","Gabrg2","Mus musculus"
"Gad1-Mus musculus","Gad1","Mus musculus"
"Galnt2-Mus musculus","Galnt2","Mus musculus"
"Gap43-Mus musculus","Gap43","Mus musculus"
"Gas7-Mus musculus","Gas7","Mus musculus"
"Gatad2b-Mus musculus","Gatad2b","Mus musculus"
"Gba-Mus musculus","Gba","Mus musculus"
"Gcn1-Mus musculus","Gcn1","Mus musculus"
"Gda-Mus musculus","Gda","Mus musculus"
"Gdap1l1-Mus musculus","Gdap1l1","Mus musculus"
"Gdpd1-Mus musculus","Gdpd1","Mus musculus"
"Get4-Mus musculus","Get4","Mus musculus"
"Gfap-Mus musculus","Gfap","Mus musculus"
"Gfra2-Mus musculus","Gfra2","Mus musculus"
"Gimap4-Mus musculus","Gimap4","Mus musculus"
"Git1-Mus musculus","Git1","Mus musculus"
"Gja1-Mus musculus","Gja1","Mus musculus"
"Gjc2-Mus musculus","Gjc2","Mus musculus"
"Glg1-Mus musculus","Glg1","Mus musculus"
"Glra2-Mus musculus","Glra2","Mus musculus"
"Glul-Mus musculus","Glul","Mus musculus"
"Gm4737-Mus musculus","Gm4737","Mus musculus"
"Gna11-Mus musculus","Gna11","Mus musculus"
"Gna13-Mus musculus","Gna13","Mus musculus"
"Gnai1-Mus musculus","Gnai1","Mus musculus"
"Gnai2-Mus musculus","Gnai2","Mus musculus"
"Gnai3-Mus musculus","Gnai3","Mus musculus"
"Gnao1-Mus musculus","Gnao1","Mus musculus"
"Gnaq-Mus musculus","Gnaq","Mus musculus"
"Gnas-Mus musculus","Gnas","Mus musculus"
"Gnat1-Mus musculus","Gnat1","Mus musculus"
"Gnaz-Mus musculus","Gnaz","Mus musculus"
"Gnb1-Mus musculus","Gnb1","Mus musculus"
"Gnb2-Mus musculus","Gnb2","Mus musculus"
"Gnb4-Mus musculus","Gnb4","Mus musculus"
"Gnb5-Mus musculus","Gnb5","Mus musculus"
"Gng12-Mus musculus","Gng12","Mus musculus"
"Gng2-Mus musculus","Gng2","Mus musculus"
"Gng3-Mus musculus","Gng3","Mus musculus"
"Gng4-Mus musculus","Gng4","Mus musculus"
"Gnpat-Mus musculus","Gnpat","Mus musculus"
"Golga7b-Mus musculus","Golga7b","Mus musculus"
"Golgb1-Mus musculus","Golgb1","Mus musculus"
"Golim4-Mus musculus","Golim4","Mus musculus"
"Golm2-Mus musculus","Golm2","Mus musculus"
"Gpaa1-Mus musculus","Gpaa1","Mus musculus"
"Gpc1-Mus musculus","Gpc1","Mus musculus"
"Gpc2-Mus musculus","Gpc2","Mus musculus"
"Gphn-Mus musculus","Gphn","Mus musculus"
"Gpm6a-Mus musculus","Gpm6a","Mus musculus"
"Gpm6b-Mus musculus","Gpm6b","Mus musculus"
"Gpr119-Mus musculus","Gpr119","Mus musculus"
"Gpr158-Mus musculus","Gpr158","Mus musculus"
"Gpr37l1-Mus musculus","Gpr37l1","Mus musculus"
"Gprc5b-Mus musculus","Gprc5b","Mus musculus"
"Gprin1-Mus musculus","Gprin1","Mus musculus"
"Gpsm1-Mus musculus","Gpsm1","Mus musculus"
"Gramd1a-Mus musculus","Gramd1a","Mus musculus"
"Gramd1b-Mus musculus","Gramd1b","Mus musculus"
"Grcc10-Mus musculus","Grcc10","Mus musculus"
"Gria1-Mus musculus","Gria1","Mus musculus"
"Gria2-Mus musculus","Gria2","Mus musculus"
"Gria3-Mus musculus","Gria3","Mus musculus"
"Gria4-Mus musculus","Gria4","Mus musculus"
"Grid2-Mus musculus","Grid2","Mus musculus"
"Grik2-Mus musculus","Grik2","Mus musculus"
"Grik3-Mus musculus","Grik3","Mus musculus"
"Grin1-Mus musculus","Grin1","Mus musculus"
"Grin2a-Mus musculus","Grin2a","Mus musculus"
"Grin2b-Mus musculus","Grin2b","Mus musculus"
"Grip1-Mus musculus","Grip1","Mus musculus"
"Grk2-Mus musculus","Grk2","Mus musculus"
"Grm1-Mus musculus","Grm1","Mus musculus"
"Grm2-Mus musculus","Grm2","Mus musculus"
"Grm3-Mus musculus","Grm3","Mus musculus"
"Grm4-Mus musculus","Grm4","Mus musculus"
"Grm5-Mus musculus","Grm5","Mus musculus"
"Grm7-Mus musculus","Grm7","Mus musculus"
"Gsg1l-Mus musculus","Gsg1l","Mus musculus"
"Gsk3a-Mus musculus","Gsk3a","Mus musculus"
"Gsk3b-Mus musculus","Gsk3b","Mus musculus"
"Gtf2i-Mus musculus","Gtf2i","Mus musculus"
"Gtpbp8-Mus musculus","Gtpbp8","Mus musculus"
"Gucy1a2-Mus musculus","Gucy1a2","Mus musculus"
"Gucy1b1-Mus musculus","Gucy1b1","Mus musculus"
"H13-Mus musculus","H13","Mus musculus"
"H1f0-Mus musculus","H1f0","Mus musculus"
"H1f1-Mus musculus","H1f1","Mus musculus"
"H1f2-Mus musculus","H1f2","Mus musculus"
"H1f4-Mus musculus","H1f4","Mus musculus"
"H1f5-Mus musculus","H1f5","Mus musculus"
"H2ac1-Mus musculus","H2ac1","Mus musculus"
"H2ac20-Mus musculus","H2ac20","Mus musculus"
"H2az2-Mus musculus","H2az2","Mus musculus"
"H2bc22-Mus musculus","H2bc22","Mus musculus"
"H2bu2-Mus musculus","H2bu2","Mus musculus"
"H3f3a-Mus musculus","H3f3a","Mus musculus"
"H4c8-Mus musculus","H4c8","Mus musculus"
"Hacd2-Mus musculus","Hacd2","Mus musculus"
"Hacd3-Mus musculus","Hacd3","Mus musculus"
"Hapln1-Mus musculus","Hapln1","Mus musculus"
"Has2-Mus musculus","Has2","Mus musculus"
"Hax1-Mus musculus","Hax1","Mus musculus"
"Hbb-bs-Mus musculus","Hbb-bs","Mus musculus"
"Hcfc1-Mus musculus","Hcfc1","Mus musculus"
"Hcn1-Mus musculus","Hcn1","Mus musculus"
"Hdlbp-Mus musculus","Hdlbp","Mus musculus"
"Hectd4-Mus musculus","Hectd4","Mus musculus"
"Hecw1-Mus musculus","Hecw1","Mus musculus"
"Hecw2-Mus musculus","Hecw2","Mus musculus"
"Hepacam-Mus musculus","Hepacam","Mus musculus"
"Herc2-Mus musculus","Herc2","Mus musculus"
"Hexb-Mus musculus","Hexb","Mus musculus"
"Hip1-Mus musculus","Hip1","Mus musculus"
"Hip1r-Mus musculus","Hip1r","Mus musculus"
"Hkdc1-Mus musculus","Hkdc1","Mus musculus"
"Hmgb2-Mus musculus","Hmgb2","Mus musculus"
"Hmgcr-Mus musculus","Hmgcr","Mus musculus"
"Hnrnpa0-Mus musculus","Hnrnpa0","Mus musculus"
"Hnrnpa1-Mus musculus","Hnrnpa1","Mus musculus"
"Hnrnpa2b1-Mus musculus","Hnrnpa2b1","Mus musculus"
"Hnrnpa3-Mus musculus","Hnrnpa3","Mus musculus"
"Hnrnpd-Mus musculus","Hnrnpd","Mus musculus"
"Hnrnpf-Mus musculus","Hnrnpf","Mus musculus"
"Hnrnph1-Mus musculus","Hnrnph1","Mus musculus"
"Hnrnpk-Mus musculus","Hnrnpk","Mus musculus"
"Hnrnpm-Mus musculus","Hnrnpm","Mus musculus"
"Hnrnpu-Mus musculus","Hnrnpu","Mus musculus"
"Homer1-Mus musculus","Homer1","Mus musculus"
"Homer2-Mus musculus","Homer2","Mus musculus"
"Hp-Mus musculus","Hp","Mus musculus"
"Hp1bp3-Mus musculus","Hp1bp3","Mus musculus"
"Hpca-Mus musculus","Hpca","Mus musculus"
"Hpcal4-Mus musculus","Hpcal4","Mus musculus"
"Hras-Mus musculus","Hras","Mus musculus"
"Hs2st1-Mus musculus","Hs2st1","Mus musculus"
"Hsd17b12-Mus musculus","Hsd17b12","Mus musculus"
"Hsp90aa1-Mus musculus","Hsp90aa1","Mus musculus"
"Hsp90ab1-Mus musculus","Hsp90ab1","Mus musculus"
"Hsp90b1-Mus musculus","Hsp90b1","Mus musculus"
"Hspa12a-Mus musculus","Hspa12a","Mus musculus"
"Hspa2-Mus musculus","Hspa2","Mus musculus"
"Hspa5-Mus musculus","Hspa5","Mus musculus"
"Hspa8-Mus musculus","Hspa8","Mus musculus"
"Hsph1-Mus musculus","Hsph1","Mus musculus"
"Htra1-Mus musculus","Htra1","Mus musculus"
"Huwe1-Mus musculus","Huwe1","Mus musculus"
"Iap1-3-Mus musculus","Iap1-3","Mus musculus"
"Icam5-Mus musculus","Icam5","Mus musculus"
"Igf1r-Mus musculus","Igf1r","Mus musculus"
"Igf2bp3-Mus musculus","Igf2bp3","Mus musculus"
"Iglon5-Mus musculus","Iglon5","Mus musculus"
"Igsf21-Mus musculus","Igsf21","Mus musculus"
"Igsf3-Mus musculus","Igsf3","Mus musculus"
"Igsf8-Mus musculus","Igsf8","Mus musculus"
"Igsf9b-Mus musculus","Igsf9b","Mus musculus"
"Il1rapl1-Mus musculus","Il1rapl1","Mus musculus"
"Ildr2-Mus musculus","Ildr2","Mus musculus"
"Ilf2-Mus musculus","Ilf2","Mus musculus"
"Ina-Mus musculus","Ina","Mus musculus"
"Inpp4a-Mus musculus","Inpp4a","Mus musculus"
"Ipo5-Mus musculus","Ipo5","Mus musculus"
"Ipo7-Mus musculus","Ipo7","Mus musculus"
"Ipo9-Mus musculus","Ipo9","Mus musculus"
"Iqcb1-Mus musculus","Iqcb1","Mus musculus"
"Iqsec1-Mus musculus","Iqsec1","Mus musculus"
"Iqsec2-Mus musculus","Iqsec2","Mus musculus"
"Iqsec3-Mus musculus","Iqsec3","Mus musculus"
"Irgq-Mus musculus","Irgq","Mus musculus"
"Islr2-Mus musculus","Islr2","Mus musculus"
"Itch-Mus musculus","Itch","Mus musculus"
"Itm2c-Mus musculus","Itm2c","Mus musculus"
"Itpka-Mus musculus","Itpka","Mus musculus"
"Itpr1-Mus musculus","Itpr1","Mus musculus"
"Itpr2-Mus musculus","Itpr2","Mus musculus"
"Itsn1-Mus musculus","Itsn1","Mus musculus"
"Jagn1-Mus musculus","Jagn1","Mus musculus"
"Jakmip1-Mus musculus","Jakmip1","Mus musculus"
"Jakmip2-Mus musculus","Jakmip2","Mus musculus"
"Jcad-Mus musculus","Jcad","Mus musculus"
"Jph3-Mus musculus","Jph3","Mus musculus"
"Jph4-Mus musculus","Jph4","Mus musculus"
"Jup-Mus musculus","Jup","Mus musculus"
"Kalrn-Mus musculus","Kalrn","Mus musculus"
"Kcna1-Mus musculus","Kcna1","Mus musculus"
"Kcna2-Mus musculus","Kcna2","Mus musculus"
"Kcnab2-Mus musculus","Kcnab2","Mus musculus"
"Kcnb1-Mus musculus","Kcnb1","Mus musculus"
"Kcnj4-Mus musculus","Kcnj4","Mus musculus"
"Kcnma1-Mus musculus","Kcnma1","Mus musculus"
"Kcnq2-Mus musculus","Kcnq2","Mus musculus"
"Kctd12-Mus musculus","Kctd12","Mus musculus"
"Kctd16-Mus musculus","Kctd16","Mus musculus"
"Kctd8-Mus musculus","Kctd8","Mus musculus"
"Khdrbs1-Mus musculus","Khdrbs1","Mus musculus"
"Kidins220-Mus musculus","Kidins220","Mus musculus"
"Kif1a-Mus musculus","Kif1a","Mus musculus"
"Kif21b-Mus musculus","Kif21b","Mus musculus"
"Kif2a-Mus musculus","Kif2a","Mus musculus"
"Kif5a-Mus musculus","Kif5a","Mus musculus"
"Kif5b-Mus musculus","Kif5b","Mus musculus"
"Kif5c-Mus musculus","Kif5c","Mus musculus"
"Kifc2-Mus musculus","Kifc2","Mus musculus"
"Klc1-Mus musculus","Klc1","Mus musculus"
"Klra1-Mus musculus","Klra1","Mus musculus"
"Kpnb1-Mus musculus","Kpnb1","Mus musculus"
"Kras-Mus musculus","Kras","Mus musculus"
"Krt90-Mus musculus","Krt90","Mus musculus"
"Ktn1-Mus musculus","Ktn1","Mus musculus"
"L1cam-Mus musculus","L1cam","Mus musculus"
"Lancl1-Mus musculus","Lancl1","Mus musculus"
"Lancl2-Mus musculus","Lancl2","Mus musculus"
"Lars-Mus musculus","Lars","Mus musculus"
"Lasp1-Mus musculus","Lasp1","Mus musculus"
"Ldha-Mus musculus","Ldha","Mus musculus"
"Lemd2-Mus musculus","Lemd2","Mus musculus"
"Lemd3-Mus musculus","Lemd3","Mus musculus"
"Lgi1-Mus musculus","Lgi1","Mus musculus"
"Lgi2-Mus musculus","Lgi2","Mus musculus"
"Lgi3-Mus musculus","Lgi3","Mus musculus"
"Limch1-Mus musculus","Limch1","Mus musculus"
"Limd2-Mus musculus","Limd2","Mus musculus"
"Lin7a-Mus musculus","Lin7a","Mus musculus"
"Lin7b-Mus musculus","Lin7b","Mus musculus"
"Lin7c-Mus musculus","Lin7c","Mus musculus"
"Lingo1-Mus musculus","Lingo1","Mus musculus"
"Lmf2-Mus musculus","Lmf2","Mus musculus"
"Lmna-Mus musculus","Lmna","Mus musculus"
"Lmnb1-Mus musculus","Lmnb1","Mus musculus"
"Lmnb2-Mus musculus","Lmnb2","Mus musculus"
"Lmo7-Mus musculus","Lmo7","Mus musculus"
"Lmtk2-Mus musculus","Lmtk2","Mus musculus"
"Lmtk3-Mus musculus","Lmtk3","Mus musculus"
"Lnpk-Mus musculus","Lnpk","Mus musculus"
"LOC102635990-Mus musculus","LOC102635990","Mus musculus"
"Lpcat1-Mus musculus","Lpcat1","Mus musculus"
"Lpcat4-Mus musculus","Lpcat4","Mus musculus"
"Lrch1-Mus musculus","Lrch1","Mus musculus"
"Lrp1-Mus musculus","Lrp1","Mus musculus"
"Lrrc47-Mus musculus","Lrrc47","Mus musculus"
"Lrrc4b-Mus musculus","Lrrc4b","Mus musculus"
"Lrrc4c-Mus musculus","Lrrc4c","Mus musculus"
"Lrrc57-Mus musculus","Lrrc57","Mus musculus"
"Lrrc59-Mus musculus","Lrrc59","Mus musculus"
"Lrrc7-Mus musculus","Lrrc7","Mus musculus"
"Lrrc73-Mus musculus","Lrrc73","Mus musculus"
"Lrrc8a-Mus musculus","Lrrc8a","Mus musculus"
"Lrrc8b-Mus musculus","Lrrc8b","Mus musculus"
"Lrrc8d-Mus musculus","Lrrc8d","Mus musculus"
"Lrrtm1-Mus musculus","Lrrtm1","Mus musculus"
"Lrrtm2-Mus musculus","Lrrtm2","Mus musculus"
"Lrrtm3-Mus musculus","Lrrtm3","Mus musculus"
"Lrrtm4-Mus musculus","Lrrtm4","Mus musculus"
"Lsamp-Mus musculus","Lsamp","Mus musculus"
"Lsm11-Mus musculus","Lsm11","Mus musculus"
"Lss-Mus musculus","Lss","Mus musculus"
"Ly6h-Mus musculus","Ly6h","Mus musculus"
"Lzts1-Mus musculus","Lzts1","Mus musculus"
"Lzts3-Mus musculus","Lzts3","Mus musculus"
"Macf1-Mus musculus","Macf1","Mus musculus"
"Macroh2a1-Mus musculus","Macroh2a1","Mus musculus"
"Macroh2a2-Mus musculus","Macroh2a2","Mus musculus"
"Mag-Mus musculus","Mag","Mus musculus"
"Magi2-Mus musculus","Magi2","Mus musculus"
"Mal2-Mus musculus","Mal2","Mus musculus"
"Man1a2-Mus musculus","Man1a2","Mus musculus"
"Man1b1-Mus musculus","Man1b1","Mus musculus"
"Man2a2-Mus musculus","Man2a2","Mus musculus"
"Maneal-Mus musculus","Maneal","Mus musculus"
"Map1a-Mus musculus","Map1a","Mus musculus"
"Map1b-Mus musculus","Map1b","Mus musculus"
"Map1lc3a-Mus musculus","Map1lc3a","Mus musculus"
"Map1lc3b-Mus musculus","Map1lc3b","Mus musculus"
"Map1s-Mus musculus","Map1s","Mus musculus"
"Map2-Mus musculus","Map2","Mus musculus"
"Map2k1-Mus musculus","Map2k1","Mus musculus"
"Map2k2-Mus musculus","Map2k2","Mus musculus"
"Map4-Mus musculus","Map4","Mus musculus"
"Map4k4-Mus musculus","Map4k4","Mus musculus"
"Map6-Mus musculus","Map6","Mus musculus"
"Map6d1-Mus musculus","Map6d1","Mus musculus"
"Map7d1-Mus musculus","Map7d1","Mus musculus"
"Mapk1-Mus musculus","Mapk1","Mus musculus"
"Mapk10-Mus musculus","Mapk10","Mus musculus"
"Mapk3-Mus musculus","Mapk3","Mus musculus"
"Mapre1-Mus musculus","Mapre1","Mus musculus"
"Mapre2-Mus musculus","Mapre2","Mus musculus"
"Mapre3-Mus musculus","Mapre3","Mus musculus"
"Mapt-Mus musculus","Mapt","Mus musculus"
"Marcks-Mus musculus","Marcks","Mus musculus"
"Marcksl1-Mus musculus","Marcksl1","Mus musculus"
"Mark1-Mus musculus","Mark1","Mus musculus"
"Mark2-Mus musculus","Mark2","Mus musculus"
"Mark3-Mus musculus","Mark3","Mus musculus"
"Mark4-Mus musculus","Mark4","Mus musculus"
"Mars1-Mus musculus","Mars1","Mus musculus"
"Mast1-Mus musculus","Mast1","Mus musculus"
"Matk-Mus musculus","Matk","Mus musculus"
"Mblac2-Mus musculus","Mblac2","Mus musculus"
"Mboat7-Mus musculus","Mboat7","Mus musculus"
"Mbp-Mus musculus","Mbp","Mus musculus"
"Mdga2-Mus musculus","Mdga2","Mus musculus"
"Mgll-Mus musculus","Mgll","Mus musculus"
"Mia2-Mus musculus","Mia2","Mus musculus"
"Mia3-Mus musculus","Mia3","Mus musculus"
"Mical3-Mus musculus","Mical3","Mus musculus"
"Micu3-Mus musculus","Micu3","Mus musculus"
"Miga1-Mus musculus","Miga1","Mus musculus"
"Miga2-Mus musculus","Miga2","Mus musculus"
"Mink1-Mus musculus","Mink1","Mus musculus"
"Mlc1-Mus musculus","Mlc1","Mus musculus"
"Mlec-Mus musculus","Mlec","Mus musculus"
"Mlf2-Mus musculus","Mlf2","Mus musculus"
"Mlip-Mus musculus","Mlip","Mus musculus"
"Mmaa-Mus musculus","Mmaa","Mus musculus"
"Mmgt1-Mus musculus","Mmgt1","Mus musculus"
"Mog-Mus musculus","Mog","Mus musculus"
"Mogs-Mus musculus","Mogs","Mus musculus"
"Mpp2-Mus musculus","Mpp2","Mus musculus"
"Mpp3-Mus musculus","Mpp3","Mus musculus"
"Mpp6-Mus musculus","Mpp6","Mus musculus"
"Mprip-Mus musculus","Mprip","Mus musculus"
"Mras-Mus musculus","Mras","Mus musculus"
"Msn-Mus musculus","Msn","Mus musculus"
"Mtcl1-Mus musculus","Mtcl1","Mus musculus"
"Mtdh-Mus musculus","Mtdh","Mus musculus"
"Mtmr3-Mus musculus","Mtmr3","Mus musculus"
"Mtor-Mus musculus","Mtor","Mus musculus"
"Mtx3-Mus musculus","Mtx3","Mus musculus"
"Myadm-Mus musculus","Myadm","Mus musculus"
"Mycbp2-Mus musculus","Mycbp2","Mus musculus"
"Myef2-Mus musculus","Myef2","Mus musculus"
"Myh10-Mus musculus","Myh10","Mus musculus"
"Myh11-Mus musculus","Myh11","Mus musculus"
"Myh14-Mus musculus","Myh14","Mus musculus"
"Myh9-Mus musculus","Myh9","Mus musculus"
"Myl12b-Mus musculus","Myl12b","Mus musculus"
"Myl6-Mus musculus","Myl6","Mus musculus"
"Myo18a-Mus musculus","Myo18a","Mus musculus"
"Myo1b-Mus musculus","Myo1b","Mus musculus"
"Myo5a-Mus musculus","Myo5a","Mus musculus"
"Myo6-Mus musculus","Myo6","Mus musculus"
"Myorg-Mus musculus","Myorg","Mus musculus"
"Napa-Mus musculus","Napa","Mus musculus"
"Napb-Mus musculus","Napb","Mus musculus"
"Napg-Mus musculus","Napg","Mus musculus"
"Nat14-Mus musculus","Nat14","Mus musculus"
"Nat8l-Mus musculus","Nat8l","Mus musculus"
"Nav1-Mus musculus","Nav1","Mus musculus"
"Nav3-Mus musculus","Nav3","Mus musculus"
"Nbea-Mus musculus","Nbea","Mus musculus"
"Ncam1-Mus musculus","Ncam1","Mus musculus"
"Ncam2-Mus musculus","Ncam2","Mus musculus"
"Ncan-Mus musculus","Ncan","Mus musculus"
"Ncdn-Mus musculus","Ncdn","Mus musculus"
"Nckap1-Mus musculus","Nckap1","Mus musculus"
"Nckap5l-Mus musculus","Nckap5l","Mus musculus"
"Ncl-Mus musculus","Ncl","Mus musculus"
"Ncln-Mus musculus","Ncln","Mus musculus"
"Ndel1-Mus musculus","Ndel1","Mus musculus"
"Ndrg1-Mus musculus","Ndrg1","Mus musculus"
"Ndrg2-Mus musculus","Ndrg2","Mus musculus"
"Ndrg3-Mus musculus","Ndrg3","Mus musculus"
"Ndrg4-Mus musculus","Ndrg4","Mus musculus"
"Nedd4-Mus musculus","Nedd4","Mus musculus"
"Nedd4l-Mus musculus","Nedd4l","Mus musculus"
"Nefh-Mus musculus","Nefh","Mus musculus"
"Nefl-Mus musculus","Nefl","Mus musculus"
"Nefm-Mus musculus","Nefm","Mus musculus"
"Negr1-Mus musculus","Negr1","Mus musculus"
"Neo1-Mus musculus","Neo1","Mus musculus"
"Nes-Mus musculus","Nes","Mus musculus"
"Neto2-Mus musculus","Neto2","Mus musculus"
"Nf1-Mus musculus","Nf1","Mus musculus"
"Nfasc-Mus musculus","Nfasc","Mus musculus"
"Ngef-Mus musculus","Ngef","Mus musculus"
"Nin-Mus musculus","Nin","Mus musculus"
"Nipa1-Mus musculus","Nipa1","Mus musculus"
"Nlgn2-Mus musculus","Nlgn2","Mus musculus"
"Nlgn3-Mus musculus","Nlgn3","Mus musculus"
"Nlgn4l-Mus musculus","Nlgn4l","Mus musculus"
"Nme1-Mus musculus","Nme1","Mus musculus"
"Nme2-Mus musculus","Nme2","Mus musculus"
"Nomo1-Mus musculus","Nomo1","Mus musculus"
"Nos1-Mus musculus","Nos1","Mus musculus"
"Nptn-Mus musculus","Nptn","Mus musculus"
"Nptx1-Mus musculus","Nptx1","Mus musculus"
"Nrcam-Mus musculus","Nrcam","Mus musculus"
"Nrxn1-Mus musculus","Nrxn1","Mus musculus"
"Nrxn2-Mus musculus","Nrxn2","Mus musculus"
"Nrxn3-Mus musculus","Nrxn3","Mus musculus"
"Nsf-Mus musculus","Nsf","Mus musculus"
"Nsg2-Mus musculus","Nsg2","Mus musculus"
"Nsmce4a-Mus musculus","Nsmce4a","Mus musculus"
"Ntm-Mus musculus","Ntm","Mus musculus"
"Ntrk2-Mus musculus","Ntrk2","Mus musculus"
"Ntrk3-Mus musculus","Ntrk3","Mus musculus"
"Numbl-Mus musculus","Numbl","Mus musculus"
"Nwd2-Mus musculus","Nwd2","Mus musculus"
"Oas3-Mus musculus","Oas3","Mus musculus"
"Odr4-Mus musculus","Odr4","Mus musculus"
"Ogt-Mus musculus","Ogt","Mus musculus"
"Olfm1-Mus musculus","Olfm1","Mus musculus"
"Olfm2-Mus musculus","Olfm2","Mus musculus"
"Olfr410-Mus musculus","Olfr410","Mus musculus"
"Olfr923-Mus musculus","Olfr923","Mus musculus"
"Omg-Mus musculus","Omg","Mus musculus"
"Opcml-Mus musculus","Opcml","Mus musculus"
"Ormdl3-Mus musculus","Ormdl3","Mus musculus"
"Osbpl8-Mus musculus","Osbpl8","Mus musculus"
"Ostc-Mus musculus","Ostc","Mus musculus"
"Otub1-Mus musculus","Otub1","Mus musculus"
"Pa2g4-Mus musculus","Pa2g4","Mus musculus"
"Pabpc1-Mus musculus","Pabpc1","Mus musculus"
"Pabpn1-Mus musculus","Pabpn1","Mus musculus"
"Pacs1-Mus musculus","Pacs1","Mus musculus"
"Pafah1b1-Mus musculus","Pafah1b1","Mus musculus"
"Pak6-Mus musculus","Pak6","Mus musculus"
"Pakap-Mus musculus","Pakap","Mus musculus"
"Palm-Mus musculus","Palm","Mus musculus"
"Paqr9-Mus musculus","Paqr9","Mus musculus"
"Parp1-Mus musculus","Parp1","Mus musculus"
"Pcbp1-Mus musculus","Pcbp1","Mus musculus"
"Pcbp2-Mus musculus","Pcbp2","Mus musculus"
"Pcdh1-Mus musculus","Pcdh1","Mus musculus"
"Pcdh10-Mus musculus","Pcdh10","Mus musculus"
"Pcdh17-Mus musculus","Pcdh17","Mus musculus"
"Pcdh7-Mus musculus","Pcdh7","Mus musculus"
"Pcdh9-Mus musculus","Pcdh9","Mus musculus"
"Pcdhgc5-Mus musculus","Pcdhgc5","Mus musculus"
"Pclo-Mus musculus","Pclo","Mus musculus"
"Pcyox1l-Mus musculus","Pcyox1l","Mus musculus"
"Pdcd6ip-Mus musculus","Pdcd6ip","Mus musculus"
"Pde2a-Mus musculus","Pde2a","Mus musculus"
"Pde4b-Mus musculus","Pde4b","Mus musculus"
"Pde4dip-Mus musculus","Pde4dip","Mus musculus"
"Pdia3-Mus musculus","Pdia3","Mus musculus"
"Pdia6-Mus musculus","Pdia6","Mus musculus"
"Pdxdc1-Mus musculus","Pdxdc1","Mus musculus"
"Pelp1-Mus musculus","Pelp1","Mus musculus"
"Pex12-Mus musculus","Pex12","Mus musculus"
"Pex14-Mus musculus","Pex14","Mus musculus"
"Pex16-Mus musculus","Pex16","Mus musculus"
"Pex3-Mus musculus","Pex3","Mus musculus"
"Pfkl-Mus musculus","Pfkl","Mus musculus"
"Pfkm-Mus musculus","Pfkm","Mus musculus"
