"Input","SYMBOL","Species"
"DPYSL3-Homo sapiens","DPYSL3","Homo sapiens"
"DPYSL4-Homo sapiens","DPYSL4","Homo sapiens"
"DPYSL5-Homo sapiens","DPYSL5","Homo sapiens"
"DRG1-Homo sapiens","DRG1","Homo sapiens"
"DSP-Homo sapiens","DSP","Homo sapiens"
"DST-Homo sapiens","DST","Homo sapiens"
"DSTN-Homo sapiens","DSTN","Homo sapiens"
"DTD1-Homo sapiens","DTD1","Homo sapiens"
"DTNA-Homo sapiens","DTNA","Homo sapiens"
"DUSP23-Homo sapiens","DUSP23","Homo sapiens"
"DUSP3-Homo sapiens","DUSP3","Homo sapiens"
"DVL3-Homo sapiens","DVL3","Homo sapiens"
"DYNC1H1-Homo sapiens","DYNC1H1","Homo sapiens"
"DYNC1I1-Homo sapiens","DYNC1I1","Homo sapiens"
"DYNC1I2-Homo sapiens","DYNC1I2","Homo sapiens"
"DYNC1LI1-Homo sapiens","DYNC1LI1","Homo sapiens"
"DYNC1LI2-Homo sapiens","DYNC1LI2","Homo sapiens"
"DYNLL1-Homo sapiens","DYNLL1","Homo sapiens"
"DYNLL2-Homo sapiens","DYNLL2","Homo sapiens"
"DYNLRB1-Homo sapiens","DYNLRB1","Homo sapiens"
"DYRK2-Homo sapiens","DYRK2","Homo sapiens"
"ECPAS-Homo sapiens","ECPAS","Homo sapiens"
"EDC4-Homo sapiens","EDC4","Homo sapiens"
"EDIL3-Homo sapiens","EDIL3","Homo sapiens"
"EEF1A1-Homo sapiens","EEF1A1","Homo sapiens"
"EEF1A2-Homo sapiens","EEF1A2","Homo sapiens"
"EEF1D-Homo sapiens","EEF1D","Homo sapiens"
"EEF1E1-Homo sapiens","EEF1E1","Homo sapiens"
"EEF1G-Homo sapiens","EEF1G","Homo sapiens"
"EEF2-Homo sapiens","EEF2","Homo sapiens"
"EFHD2-Homo sapiens","EFHD2","Homo sapiens"
"EFNB1-Homo sapiens","EFNB1","Homo sapiens"
"EFR3B-Homo sapiens","EFR3B","Homo sapiens"
"EGLN1-Homo sapiens","EGLN1","Homo sapiens"
"EHD1-Homo sapiens","EHD1","Homo sapiens"
"EHD3-Homo sapiens","EHD3","Homo sapiens"
"EIF2AK2-Homo sapiens","EIF2AK2","Homo sapiens"
"EIF2S1-Homo sapiens","EIF2S1","Homo sapiens"
"EIF2S3-Homo sapiens","EIF2S3","Homo sapiens"
"EIF4A1-Homo sapiens","EIF4A1","Homo sapiens"
"EIF4A2-Homo sapiens","EIF4A2","Homo sapiens"
"EIF4E-Homo sapiens","EIF4E","Homo sapiens"
"EIF4G1-Homo sapiens","EIF4G1","Homo sapiens"
"EIF4G2-Homo sapiens","EIF4G2","Homo sapiens"
"ELAVL4-Homo sapiens","ELAVL4","Homo sapiens"
"ELFN2-Homo sapiens","ELFN2","Homo sapiens"
"ELMO2-Homo sapiens","ELMO2","Homo sapiens"
"ELMOD1-Homo sapiens","ELMOD1","Homo sapiens"
"EMC1-Homo sapiens","EMC1","Homo sapiens"
"EMC2-Homo sapiens","EMC2","Homo sapiens"
"EMC3-Homo sapiens","EMC3","Homo sapiens"
"EMD-Homo sapiens","EMD","Homo sapiens"
"ENAH-Homo sapiens","ENAH","Homo sapiens"
"ENO1-Homo sapiens","ENO1","Homo sapiens"
"ENO2-Homo sapiens","ENO2","Homo sapiens"
"ENPP6-Homo sapiens","ENPP6","Homo sapiens"
"EPB41-Homo sapiens","EPB41","Homo sapiens"
"EPB41L1-Homo sapiens","EPB41L1","Homo sapiens"
"EPB41L2-Homo sapiens","EPB41L2","Homo sapiens"
"EPB41L3-Homo sapiens","EPB41L3","Homo sapiens"
"EPB42-Homo sapiens","EPB42","Homo sapiens"
"EPHA4-Homo sapiens","EPHA4","Homo sapiens"
"EPHA5-Homo sapiens","EPHA5","Homo sapiens"
"EPHA7-Homo sapiens","EPHA7","Homo sapiens"
"EPHB1-Homo sapiens","EPHB1","Homo sapiens"
"EPHB2-Homo sapiens","EPHB2","Homo sapiens"
"EPHB6-Homo sapiens","EPHB6","Homo sapiens"
"EPPK1-Homo sapiens","EPPK1","Homo sapiens"
"EPRS1-Homo sapiens","EPRS1","Homo sapiens"
"EPS15L1-Homo sapiens","EPS15L1","Homo sapiens"
"EPS8-Homo sapiens","EPS8","Homo sapiens"
"ERC1-Homo sapiens","ERC1","Homo sapiens"
"ERC2-Homo sapiens","ERC2","Homo sapiens"
"ERGIC1-Homo sapiens","ERGIC1","Homo sapiens"
"ERLIN1-Homo sapiens","ERLIN1","Homo sapiens"
"ERLIN2-Homo sapiens","ERLIN2","Homo sapiens"
"ESYT1-Homo sapiens","ESYT1","Homo sapiens"
"ESYT2-Homo sapiens","ESYT2","Homo sapiens"
"EVI5L-Homo sapiens","EVI5L","Homo sapiens"
"EVL-Homo sapiens","EVL","Homo sapiens"
"EWSR1-Homo sapiens","EWSR1","Homo sapiens"
"EXOC1-Homo sapiens","EXOC1","Homo sapiens"
"EXOC2-Homo sapiens","EXOC2","Homo sapiens"
"EXOC3-Homo sapiens","EXOC3","Homo sapiens"
"EXOC4-Homo sapiens","EXOC4","Homo sapiens"
"EXOC5-Homo sapiens","EXOC5","Homo sapiens"
"EXOC6-Homo sapiens","EXOC6","Homo sapiens"
"EXOC6B-Homo sapiens","EXOC6B","Homo sapiens"
"EXOC7-Homo sapiens","EXOC7","Homo sapiens"
"EXOC8-Homo sapiens","EXOC8","Homo sapiens"
"EXTL3-Homo sapiens","EXTL3","Homo sapiens"
"EZR-Homo sapiens","EZR","Homo sapiens"
"F8A2-Homo sapiens","F8A2","Homo sapiens"
"FAAH-Homo sapiens","FAAH","Homo sapiens"
"FABP5-Homo sapiens","FABP5","Homo sapiens"
"FABP7-Homo sapiens","FABP7","Homo sapiens"
"FADS2-Homo sapiens","FADS2","Homo sapiens"
"FAF2-Homo sapiens","FAF2","Homo sapiens"
"FAM110B-Homo sapiens","FAM110B","Homo sapiens"
"FAM171A1-Homo sapiens","FAM171A1","Homo sapiens"
"FAM171A2-Homo sapiens","FAM171A2","Homo sapiens"
"FAM171B-Homo sapiens","FAM171B","Homo sapiens"
"FAM241B-Homo sapiens","FAM241B","Homo sapiens"
"FAM81A-Homo sapiens","FAM81A","Homo sapiens"
"FAM98B-Homo sapiens","FAM98B","Homo sapiens"
"FARP1-Homo sapiens","FARP1","Homo sapiens"
"FARSA-Homo sapiens","FARSA","Homo sapiens"
"FARSB-Homo sapiens","FARSB","Homo sapiens"
"FAT3-Homo sapiens","FAT3","Homo sapiens"
"FAT4-Homo sapiens","FAT4","Homo sapiens"
"FAXC-Homo sapiens","FAXC","Homo sapiens"
"FBXO2-Homo sapiens","FBXO2","Homo sapiens"
"FBXO41-Homo sapiens","FBXO41","Homo sapiens"
"FBXW11-Homo sapiens","FBXW11","Homo sapiens"
"FDFT1-Homo sapiens","FDFT1","Homo sapiens"
"FERMT2-Homo sapiens","FERMT2","Homo sapiens"
"FGA-Homo sapiens","FGA","Homo sapiens"
"FGF13-Homo sapiens","FGF13","Homo sapiens"
"FHL1-Homo sapiens","FHL1","Homo sapiens"
"FKBP15-Homo sapiens","FKBP15","Homo sapiens"
"FKBP3-Homo sapiens","FKBP3","Homo sapiens"
"FKBP4-Homo sapiens","FKBP4","Homo sapiens"
"FLII-Homo sapiens","FLII","Homo sapiens"
"FLNA-Homo sapiens","FLNA","Homo sapiens"
"FLOT1-Homo sapiens","FLOT1","Homo sapiens"
"FLOT2-Homo sapiens","FLOT2","Homo sapiens"
"FLRT2-Homo sapiens","FLRT2","Homo sapiens"
"FMN2-Homo sapiens","FMN2","Homo sapiens"
"FMNL2-Homo sapiens","FMNL2","Homo sapiens"
"FMR1-Homo sapiens","FMR1","Homo sapiens"
"FN1-Homo sapiens","FN1","Homo sapiens"
"FN3K-Homo sapiens","FN3K","Homo sapiens"
"FNBP1L-Homo sapiens","FNBP1L","Homo sapiens"
"FRMD4A-Homo sapiens","FRMD4A","Homo sapiens"
"FRMD4B-Homo sapiens","FRMD4B","Homo sapiens"
"FRY-Homo sapiens","FRY","Homo sapiens"
"FSCN1-Homo sapiens","FSCN1","Homo sapiens"
"FSD1-Homo sapiens","FSD1","Homo sapiens"
"FUT8-Homo sapiens","FUT8","Homo sapiens"
"FXR2-Homo sapiens","FXR2","Homo sapiens"
"FXYD6-Homo sapiens","FXYD6","Homo sapiens"
"FYN-Homo sapiens","FYN","Homo sapiens"
"GABARAPL2-Homo sapiens","GABARAPL2","Homo sapiens"
"GABBR1-Homo sapiens","GABBR1","Homo sapiens"
"GABBR2-Homo sapiens","GABBR2","Homo sapiens"
"GABRA1-Homo sapiens","GABRA1","Homo sapiens"
"GABRA3-Homo sapiens","GABRA3","Homo sapiens"
"GABRA4-Homo sapiens","GABRA4","Homo sapiens"
"GABRB2-Homo sapiens","GABRB2","Homo sapiens"
"GABRB3-Homo sapiens","GABRB3","Homo sapiens"
"GABRG2-Homo sapiens","GABRG2","Homo sapiens"
"GAK-Homo sapiens","GAK","Homo sapiens"
"GALNT2-Homo sapiens","GALNT2","Homo sapiens"
"GAN-Homo sapiens","GAN","Homo sapiens"
"GAP43-Homo sapiens","GAP43","Homo sapiens"
"GAPDH-Homo sapiens","GAPDH","Homo sapiens"
"GAPVD1-Homo sapiens","GAPVD1","Homo sapiens"
"GART-Homo sapiens","GART","Homo sapiens"
"GAS2L1-Homo sapiens","GAS2L1","Homo sapiens"
"GAS7-Homo sapiens","GAS7","Homo sapiens"
"GCN1-Homo sapiens","GCN1","Homo sapiens"
"GDAP1L1-Homo sapiens","GDAP1L1","Homo sapiens"
"GDI1-Homo sapiens","GDI1","Homo sapiens"
"GET3-Homo sapiens","GET3","Homo sapiens"
"GET4-Homo sapiens","GET4","Homo sapiens"
"GFAP-Homo sapiens","GFAP","Homo sapiens"
"GGH-Homo sapiens","GGH","Homo sapiens"
"GIPC1-Homo sapiens","GIPC1","Homo sapiens"
"GIT1-Homo sapiens","GIT1","Homo sapiens"
"GJA1-Homo sapiens","GJA1","Homo sapiens"
"GK-Homo sapiens","GK","Homo sapiens"
"GK2-Homo sapiens","GK2","Homo sapiens"
"GLG1-Homo sapiens","GLG1","Homo sapiens"
"GLIPR2-Homo sapiens","GLIPR2","Homo sapiens"
"GLRA2-Homo sapiens","GLRA2","Homo sapiens"
"GLUL-Homo sapiens","GLUL","Homo sapiens"
"GNA11-Homo sapiens","GNA11","Homo sapiens"
"GNA13-Homo sapiens","GNA13","Homo sapiens"
"GNAI1-Homo sapiens","GNAI1","Homo sapiens"
"GNAI2-Homo sapiens","GNAI2","Homo sapiens"
"GNAI3-Homo sapiens","GNAI3","Homo sapiens"
"GNAO1-Homo sapiens","GNAO1","Homo sapiens"
"GNAQ-Homo sapiens","GNAQ","Homo sapiens"
"GNAS-Homo sapiens","GNAS","Homo sapiens"
"GNAZ-Homo sapiens","GNAZ","Homo sapiens"
"GNB1-Homo sapiens","GNB1","Homo sapiens"
"GNB2-Homo sapiens","GNB2","Homo sapiens"
"GNB4-Homo sapiens","GNB4","Homo sapiens"
"GNB5-Homo sapiens","GNB5","Homo sapiens"
"GNG12-Homo sapiens","GNG12","Homo sapiens"
"GNG2-Homo sapiens","GNG2","Homo sapiens"
"GNG3-Homo sapiens","GNG3","Homo sapiens"
"GNG7-Homo sapiens","GNG7","Homo sapiens"
"GNL1-Homo sapiens","GNL1","Homo sapiens"
"GNPAT-Homo sapiens","GNPAT","Homo sapiens"
"GOLGA2-Homo sapiens","GOLGA2","Homo sapiens"
"GOLGA3-Homo sapiens","GOLGA3","Homo sapiens"
"GOLGA5-Homo sapiens","GOLGA5","Homo sapiens"
"GOLGA7B-Homo sapiens","GOLGA7B","Homo sapiens"
"GOLGB1-Homo sapiens","GOLGB1","Homo sapiens"
"GOLIM4-Homo sapiens","GOLIM4","Homo sapiens"
"GOLM1-Homo sapiens","GOLM1","Homo sapiens"
"GOLM2-Homo sapiens","GOLM2","Homo sapiens"
"GOPC-Homo sapiens","GOPC","Homo sapiens"
"GOSR1-Homo sapiens","GOSR1","Homo sapiens"
"GOSR2-Homo sapiens","GOSR2","Homo sapiens"
"GPC1-Homo sapiens","GPC1","Homo sapiens"
"GPC2-Homo sapiens","GPC2","Homo sapiens"
"GPHN-Homo sapiens","GPHN","Homo sapiens"
"GPI-Homo sapiens","GPI","Homo sapiens"
"GPM6A-Homo sapiens","GPM6A","Homo sapiens"
"GPN1-Homo sapiens","GPN1","Homo sapiens"
"GPR158-Homo sapiens","GPR158","Homo sapiens"
"GPRC5B-Homo sapiens","GPRC5B","Homo sapiens"
"GPRIN1-Homo sapiens","GPRIN1","Homo sapiens"
"GPSM1-Homo sapiens","GPSM1","Homo sapiens"
"GPSM2-Homo sapiens","GPSM2","Homo sapiens"
"GRAMD1A-Homo sapiens","GRAMD1A","Homo sapiens"
"GRAMD4-Homo sapiens","GRAMD4","Homo sapiens"
"GRIA1-Homo sapiens","GRIA1","Homo sapiens"
"GRIA2-Homo sapiens","GRIA2","Homo sapiens"
"GRIA3-Homo sapiens","GRIA3","Homo sapiens"
"GRIA4-Homo sapiens","GRIA4","Homo sapiens"
"GRIK3-Homo sapiens","GRIK3","Homo sapiens"
"GRIN1-Homo sapiens","GRIN1","Homo sapiens"
"GRIN2A-Homo sapiens","GRIN2A","Homo sapiens"
"GRIN2B-Homo sapiens","GRIN2B","Homo sapiens"
"GRIP1-Homo sapiens","GRIP1","Homo sapiens"
"GRIPAP1-Homo sapiens","GRIPAP1","Homo sapiens"
"GRK2-Homo sapiens","GRK2","Homo sapiens"
"GRM2-Homo sapiens","GRM2","Homo sapiens"
"GRM3-Homo sapiens","GRM3","Homo sapiens"
"GRM5-Homo sapiens","GRM5","Homo sapiens"
"GRM7-Homo sapiens","GRM7","Homo sapiens"
"GSDME-Homo sapiens","GSDME","Homo sapiens"
"GSK3A-Homo sapiens","GSK3A","Homo sapiens"
"GSK3B-Homo sapiens","GSK3B","Homo sapiens"
"GSN-Homo sapiens","GSN","Homo sapiens"
"GSTM3-Homo sapiens","GSTM3","Homo sapiens"
"GSTP1-Homo sapiens","GSTP1","Homo sapiens"
"GTPBP1-Homo sapiens","GTPBP1","Homo sapiens"
"GUCY1A2-Homo sapiens","GUCY1A2","Homo sapiens"
"GUCY1B1-Homo sapiens","GUCY1B1","Homo sapiens"
"H1-0-Homo sapiens","H1-0","Homo sapiens"
"H1-10-Homo sapiens","H1-10","Homo sapiens"
"H1-4-Homo sapiens","H1-4","Homo sapiens"
"H1-5-Homo sapiens","H1-5","Homo sapiens"
"H2AC14-Homo sapiens","H2AC14","Homo sapiens"
"H2AZ2-Homo sapiens","H2AZ2","Homo sapiens"
"H2BC13-Homo sapiens","H2BC13","Homo sapiens"
"H3-2-Homo sapiens","H3-2","Homo sapiens"
"H3C14-Homo sapiens","H3C14","Homo sapiens"
"H4-16-Homo sapiens","H4-16","Homo sapiens"
"HACD2-Homo sapiens","HACD2","Homo sapiens"
"HACD3-Homo sapiens","HACD3","Homo sapiens"
"HAPLN1-Homo sapiens","HAPLN1","Homo sapiens"
"HAPLN2-Homo sapiens","HAPLN2","Homo sapiens"
"HAX1-Homo sapiens","HAX1","Homo sapiens"
"HBB-Homo sapiens","HBB","Homo sapiens"
"HBG2-Homo sapiens","HBG2","Homo sapiens"
"HCFC1-Homo sapiens","HCFC1","Homo sapiens"
"HCN4-Homo sapiens","HCN4","Homo sapiens"
"HDLBP-Homo sapiens","HDLBP","Homo sapiens"
"HECTD4-Homo sapiens","HECTD4","Homo sapiens"
"HECW1-Homo sapiens","HECW1","Homo sapiens"
"HECW2-Homo sapiens","HECW2","Homo sapiens"
"HGS-Homo sapiens","HGS","Homo sapiens"
"HIP1-Homo sapiens","HIP1","Homo sapiens"
"HIP1R-Homo sapiens","HIP1R","Homo sapiens"
"HIVEP2-Homo sapiens","HIVEP2","Homo sapiens"
"HK1-Homo sapiens","HK1","Homo sapiens"
"HMOX2-Homo sapiens","HMOX2","Homo sapiens"
"HNRNPA0-Homo sapiens","HNRNPA0","Homo sapiens"
"HNRNPA1-Homo sapiens","HNRNPA1","Homo sapiens"
"HNRNPA2B1-Homo sapiens","HNRNPA2B1","Homo sapiens"
"HNRNPA3-Homo sapiens","HNRNPA3","Homo sapiens"
"HNRNPC-Homo sapiens","HNRNPC","Homo sapiens"
"HNRNPD-Homo sapiens","HNRNPD","Homo sapiens"
"HNRNPH1-Homo sapiens","HNRNPH1","Homo sapiens"
"HNRNPH3-Homo sapiens","HNRNPH3","Homo sapiens"
"HNRNPK-Homo sapiens","HNRNPK","Homo sapiens"
"HNRNPM-Homo sapiens","HNRNPM","Homo sapiens"
"HNRNPR-Homo sapiens","HNRNPR","Homo sapiens"
"HNRNPU-Homo sapiens","HNRNPU","Homo sapiens"
"HOMER1-Homo sapiens","HOMER1","Homo sapiens"
"HOMER2-Homo sapiens","HOMER2","Homo sapiens"
"HOOK3-Homo sapiens","HOOK3","Homo sapiens"
"HP1BP3-Homo sapiens","HP1BP3","Homo sapiens"
"HPCA-Homo sapiens","HPCA","Homo sapiens"
"HSD17B12-Homo sapiens","HSD17B12","Homo sapiens"
"HSP90AA1-Homo sapiens","HSP90AA1","Homo sapiens"
"HSP90AB1-Homo sapiens","HSP90AB1","Homo sapiens"
"HSP90B1-Homo sapiens","HSP90B1","Homo sapiens"
"HSPA12A-Homo sapiens","HSPA12A","Homo sapiens"
"HSPA1A-Homo sapiens","HSPA1A","Homo sapiens"
"HSPA2-Homo sapiens","HSPA2","Homo sapiens"
"HSPA4L-Homo sapiens","HSPA4L","Homo sapiens"
"HSPA5-Homo sapiens","HSPA5","Homo sapiens"
"HSPA6-Homo sapiens","HSPA6","Homo sapiens"
"HSPA8-Homo sapiens","HSPA8","Homo sapiens"
"HSPB1-Homo sapiens","HSPB1","Homo sapiens"
"HSPH1-Homo sapiens","HSPH1","Homo sapiens"
"HTRA1-Homo sapiens","HTRA1","Homo sapiens"
"HTT-Homo sapiens","HTT","Homo sapiens"
"HUWE1-Homo sapiens","HUWE1","Homo sapiens"
"IARS1-Homo sapiens","IARS1","Homo sapiens"
"ICAM5-Homo sapiens","ICAM5","Homo sapiens"
"IDH1-Homo sapiens","IDH1","Homo sapiens"
"IGF2BP2-Homo sapiens","IGF2BP2","Homo sapiens"
"IGF2BP3-Homo sapiens","IGF2BP3","Homo sapiens"
"IGHG1-Homo sapiens","IGHG1","Homo sapiens"
"IGHG3-Homo sapiens","IGHG3","Homo sapiens"
"IGHM-Homo sapiens","IGHM","Homo sapiens"
"IGKC-Homo sapiens","IGKC","Homo sapiens"
"IGLON5-Homo sapiens","IGLON5","Homo sapiens"
"IGSF21-Homo sapiens","IGSF21","Homo sapiens"
"IGSF3-Homo sapiens","IGSF3","Homo sapiens"
"IGSF8-Homo sapiens","IGSF8","Homo sapiens"
"ILF2-Homo sapiens","ILF2","Homo sapiens"
"ILF3-Homo sapiens","ILF3","Homo sapiens"
"ILVBL-Homo sapiens","ILVBL","Homo sapiens"
"IMPDH2-Homo sapiens","IMPDH2","Homo sapiens"
"INA-Homo sapiens","INA","Homo sapiens"
"INF2-Homo sapiens","INF2","Homo sapiens"
"INPP4A-Homo sapiens","INPP4A","Homo sapiens"
"IPO5-Homo sapiens","IPO5","Homo sapiens"
"IPO7-Homo sapiens","IPO7","Homo sapiens"
"IPO9-Homo sapiens","IPO9","Homo sapiens"
"IQSEC1-Homo sapiens","IQSEC1","Homo sapiens"
"IQSEC2-Homo sapiens","IQSEC2","Homo sapiens"
"IQSEC3-Homo sapiens","IQSEC3","Homo sapiens"
"IRGQ-Homo sapiens","IRGQ","Homo sapiens"
"IRS2-Homo sapiens","IRS2","Homo sapiens"
"ISLR2-Homo sapiens","ISLR2","Homo sapiens"
"IST1-Homo sapiens","IST1","Homo sapiens"
"ITFG1-Homo sapiens","ITFG1","Homo sapiens"
"ITM2C-Homo sapiens","ITM2C","Homo sapiens"
"ITSN1-Homo sapiens","ITSN1","Homo sapiens"
"JAGN1-Homo sapiens","JAGN1","Homo sapiens"
"JAKMIP1-Homo sapiens","JAKMIP1","Homo sapiens"
"JUP-Homo sapiens","JUP","Homo sapiens"
"KALRN-Homo sapiens","KALRN","Homo sapiens"
"KAZN-Homo sapiens","KAZN","Homo sapiens"
"KBTBD11-Homo sapiens","KBTBD11","Homo sapiens"
"KCNAB2-Homo sapiens","KCNAB2","Homo sapiens"
"KCND2-Homo sapiens","KCND2","Homo sapiens"
"KCNQ2-Homo sapiens","KCNQ2","Homo sapiens"
"KCTD12-Homo sapiens","KCTD12","Homo sapiens"
"KCTD16-Homo sapiens","KCTD16","Homo sapiens"
"KCTD8-Homo sapiens","KCTD8","Homo sapiens"
"KDELR2-Homo sapiens","KDELR2","Homo sapiens"
"KHDRBS1-Homo sapiens","KHDRBS1","Homo sapiens"
"KIAA0513-Homo sapiens","KIAA0513","Homo sapiens"
"KIAA1191-Homo sapiens","KIAA1191","Homo sapiens"
"KIAA1217-Homo sapiens","KIAA1217","Homo sapiens"
"KIAA1549-Homo sapiens","KIAA1549","Homo sapiens"
"KIAA1549L-Homo sapiens","KIAA1549L","Homo sapiens"
"KIDINS220-Homo sapiens","KIDINS220","Homo sapiens"
"KIF1A-Homo sapiens","KIF1A","Homo sapiens"
"KIF21A-Homo sapiens","KIF21A","Homo sapiens"
"KIF21B-Homo sapiens","KIF21B","Homo sapiens"
"KIF26B-Homo sapiens","KIF26B","Homo sapiens"
"KIF2A-Homo sapiens","KIF2A","Homo sapiens"
"KIF3A-Homo sapiens","KIF3A","Homo sapiens"
"KIF3B-Homo sapiens","KIF3B","Homo sapiens"
"KIF5A-Homo sapiens","KIF5A","Homo sapiens"
"KIF5B-Homo sapiens","KIF5B","Homo sapiens"
"KIF5C-Homo sapiens","KIF5C","Homo sapiens"
"KIFAP3-Homo sapiens","KIFAP3","Homo sapiens"
"KLC1-Homo sapiens","KLC1","Homo sapiens"
"KLC2-Homo sapiens","KLC2","Homo sapiens"
"KPNA1-Homo sapiens","KPNA1","Homo sapiens"
"KPNA3-Homo sapiens","KPNA3","Homo sapiens"
"KPNB1-Homo sapiens","KPNB1","Homo sapiens"
"KRAS-Homo sapiens","KRAS","Homo sapiens"
"KSR1-Homo sapiens","KSR1","Homo sapiens"
"KTN1-Homo sapiens","KTN1","Homo sapiens"
"L1CAM-Homo sapiens","L1CAM","Homo sapiens"
"LAMTOR1-Homo sapiens","LAMTOR1","Homo sapiens"
"LANCL1-Homo sapiens","LANCL1","Homo sapiens"
"LANCL2-Homo sapiens","LANCL2","Homo sapiens"
"LARP1-Homo sapiens","LARP1","Homo sapiens"
"LASP1-Homo sapiens","LASP1","Homo sapiens"
"LDHA-Homo sapiens","LDHA","Homo sapiens"
"LEMD2-Homo sapiens","LEMD2","Homo sapiens"
"LEMD3-Homo sapiens","LEMD3","Homo sapiens"
"LGALS8-Homo sapiens","LGALS8","Homo sapiens"
"LGI1-Homo sapiens","LGI1","Homo sapiens"
"LIMCH1-Homo sapiens","LIMCH1","Homo sapiens"
"LIN7A-Homo sapiens","LIN7A","Homo sapiens"
"LIN7B-Homo sapiens","LIN7B","Homo sapiens"
"LIN7C-Homo sapiens","LIN7C","Homo sapiens"
"LINGO1-Homo sapiens","LINGO1","Homo sapiens"
"LLGL1-Homo sapiens","LLGL1","Homo sapiens"
"LMAN2-Homo sapiens","LMAN2","Homo sapiens"
"LMNB1-Homo sapiens","LMNB1","Homo sapiens"
"LMNB2-Homo sapiens","LMNB2","Homo sapiens"
"LMO7-Homo sapiens","LMO7","Homo sapiens"
"LMTK2-Homo sapiens","LMTK2","Homo sapiens"
"LMTK3-Homo sapiens","LMTK3","Homo sapiens"
"LNPK-Homo sapiens","LNPK","Homo sapiens"
"LONP2-Homo sapiens","LONP2","Homo sapiens"
"LPCAT1-Homo sapiens","LPCAT1","Homo sapiens"
"LPL-Homo sapiens","LPL","Homo sapiens"
"LRCH1-Homo sapiens","LRCH1","Homo sapiens"
"LRCH2-Homo sapiens","LRCH2","Homo sapiens"
"LRP1-Homo sapiens","LRP1","Homo sapiens"
"LRRC40-Homo sapiens","LRRC40","Homo sapiens"
"LRRC47-Homo sapiens","LRRC47","Homo sapiens"
"LRRC4B-Homo sapiens","LRRC4B","Homo sapiens"
"LRRC57-Homo sapiens","LRRC57","Homo sapiens"
"LRRC59-Homo sapiens","LRRC59","Homo sapiens"
"LRRC7-Homo sapiens","LRRC7","Homo sapiens"
"LRRC73-Homo sapiens","LRRC73","Homo sapiens"
"LRRC8A-Homo sapiens","LRRC8A","Homo sapiens"
"LRRTM4-Homo sapiens","LRRTM4","Homo sapiens"
"LRSAM1-Homo sapiens","LRSAM1","Homo sapiens"
"LSAMP-Homo sapiens","LSAMP","Homo sapiens"
"LSM14B-Homo sapiens","LSM14B","Homo sapiens"
"LSS-Homo sapiens","LSS","Homo sapiens"
"LY6H-Homo sapiens","LY6H","Homo sapiens"
"LYN-Homo sapiens","LYN","Homo sapiens"
"LZTS1-Homo sapiens","LZTS1","Homo sapiens"
"LZTS3-Homo sapiens","LZTS3","Homo sapiens"
"MACF1-Homo sapiens","MACF1","Homo sapiens"
"MACROH2A1-Homo sapiens","MACROH2A1","Homo sapiens"
"MADD-Homo sapiens","MADD","Homo sapiens"
"MAG-Homo sapiens","MAG","Homo sapiens"
"MAGED2-Homo sapiens","MAGED2","Homo sapiens"
"MAGED4-Homo sapiens","MAGED4","Homo sapiens"
"MAGI2-Homo sapiens","MAGI2","Homo sapiens"
"MAL2-Homo sapiens","MAL2","Homo sapiens"
"MAN1B1-Homo sapiens","MAN1B1","Homo sapiens"
"MAN2A2-Homo sapiens","MAN2A2","Homo sapiens"
"MAP1A-Homo sapiens","MAP1A","Homo sapiens"
"MAP1B-Homo sapiens","MAP1B","Homo sapiens"
"MAP1LC3A-Homo sapiens","MAP1LC3A","Homo sapiens"
"MAP1LC3B-Homo sapiens","MAP1LC3B","Homo sapiens"
"MAP1S-Homo sapiens","MAP1S","Homo sapiens"
"MAP2-Homo sapiens","MAP2","Homo sapiens"
"MAP2K1-Homo sapiens","MAP2K1","Homo sapiens"
"MAP2K2-Homo sapiens","MAP2K2","Homo sapiens"
"MAP2K6-Homo sapiens","MAP2K6","Homo sapiens"
"MAP4-Homo sapiens","MAP4","Homo sapiens"
"MAP4K3-Homo sapiens","MAP4K3","Homo sapiens"
"MAP4K4-Homo sapiens","MAP4K4","Homo sapiens"
"MAP6-Homo sapiens","MAP6","Homo sapiens"
"MAP6D1-Homo sapiens","MAP6D1","Homo sapiens"
"MAP7D1-Homo sapiens","MAP7D1","Homo sapiens"
"MAPK1-Homo sapiens","MAPK1","Homo sapiens"
"MAPK3-Homo sapiens","MAPK3","Homo sapiens"
"MAPK8-Homo sapiens","MAPK8","Homo sapiens"
"MAPK8IP3-Homo sapiens","MAPK8IP3","Homo sapiens"
"MAPRE1-Homo sapiens","MAPRE1","Homo sapiens"
"MAPRE2-Homo sapiens","MAPRE2","Homo sapiens"
"MAPRE3-Homo sapiens","MAPRE3","Homo sapiens"
"MAPT-Homo sapiens","MAPT","Homo sapiens"
"MARCKS-Homo sapiens","MARCKS","Homo sapiens"
"MARCKSL1-Homo sapiens","MARCKSL1","Homo sapiens"
"MARK1-Homo sapiens","MARK1","Homo sapiens"
"MARK2-Homo sapiens","MARK2","Homo sapiens"
"MARK3-Homo sapiens","MARK3","Homo sapiens"
"MARS1-Homo sapiens","MARS1","Homo sapiens"
"MAST1-Homo sapiens","MAST1","Homo sapiens"
"MAST3-Homo sapiens","MAST3","Homo sapiens"
"MATR3-Homo sapiens","MATR3","Homo sapiens"
"MBLAC2-Homo sapiens","MBLAC2","Homo sapiens"
"MBOAT7-Homo sapiens","MBOAT7","Homo sapiens"
